date,role,shift_type,hours_worked,hourly_rate,total_pay,staff_id
2023-07-27,Cocinero,Intermedio,8,4500,36000,COC-384
2023-07-27,Cocinero,Apertura,8,4500,36000,COC-946
2023-07-27,Cocinero,Intermedio,8,4500,36000,COC-544
2023-07-27,Cocinero,Cierre,8,4500,36000,COC-762
2023-07-27,Bartender,Cierre,8,4000,32000,BAR-231
2023-07-27,Bartender,Cierre,8,4000,32000,BAR-453
2023-07-27,Bartender,Cierre,8,4000,32000,BAR-642
2023-07-27,Admin,Full,9,6000,54000,ADM-001
2023-07-28,Garzon,Apertura,8,3500,28000,GAR-130
2023-07-28,Garzon,Apertura,8,3500,28000,GAR-155
2023-07-28,Garzon,Cierre,8,3500,28000,GAR-193
2023-07-28,Cocinero,Cierre,8,4500,36000,COC-566
2023-07-28,Cocinero,Intermedio,8,4500,36000,COC-946
2023-07-28,Bartender,Intermedio,8,4000,32000,BAR-131
2023-07-28,Admin,Full,9,6000,54000,ADM-001
2023-07-29,Garzon,Cierre,8,3500,28000,GAR-719
2023-07-29,Garzon,Cierre,8,3500,28000,GAR-863
2023-07-29,Garzon,Intermedio,8,3500,28000,GAR-323
2023-07-29,Garzon,Intermedio,8,3500,28000,GAR-493
2023-07-29,Garzon,Intermedio,8,3500,28000,GAR-710
2023-07-29,Cocinero,Apertura,8,4500,36000,COC-298
2023-07-29,Cocinero,Cierre,8,4500,36000,COC-280
2023-07-29,Cocinero,Intermedio,8,4500,36000,COC-515
2023-07-29,Bartender,Cierre,8,4000,32000,BAR-347
2023-07-29,Bartender,Apertura,8,4000,32000,BAR-792
2023-07-29,Admin,Full,9,6000,54000,ADM-001
2023-07-30,Garzon,Intermedio,8,3500,28000,GAR-763
2023-07-30,Garzon,Apertura,8,3500,28000,GAR-314
2023-07-30,Cocinero,Cierre,8,4500,36000,COC-469
2023-07-30,Cocinero,Cierre,8,4500,36000,COC-637
2023-07-30,Bartender,Intermedio,8,4000,32000,BAR-105
2023-07-30,Admin,Full,9,6000,54000,ADM-001
2023-07-31,Garzon,Apertura,8,3500,28000,GAR-135
2023-07-31,Garzon,Cierre,8,3500,28000,GAR-667
2023-07-31,Garzon,Cierre,8,3500,28000,GAR-534
2023-07-31,Cocinero,Cierre,8,4500,36000,COC-892
2023-07-31,Cocinero,Intermedio,8,4500,36000,COC-926
2023-07-31,Bartender,Cierre,8,4000,32000,BAR-666
2023-07-31,Admin,Full,9,6000,54000,ADM-001
2023-08-01,Garzon,Apertura,8,3500,28000,GAR-351
2023-08-01,Garzon,Intermedio,8,3500,28000,GAR-615
2023-08-01,Garzon,Apertura,8,3500,28000,GAR-553
2023-08-01,Cocinero,Cierre,8,4500,36000,COC-730
2023-08-01,Cocinero,Apertura,8,4500,36000,COC-221
2023-08-01,Bartender,Cierre,8,4000,32000,BAR-781
2023-08-01,Admin,Full,9,6000,54000,ADM-001
2023-08-02,Garzon,Cierre,8,3500,28000,GAR-141
2023-08-02,Garzon,Apertura,8,3500,28000,GAR-974
2023-08-02,Garzon,Cierre,8,3500,28000,GAR-354
2023-08-02,Garzon,Intermedio,8,3500,28000,GAR-753
2023-08-02,Cocinero,Cierre,8,4500,36000,COC-466
2023-08-02,Cocinero,Cierre,8,4500,36000,COC-620
2023-08-02,Cocinero,Cierre,8,4500,36000,COC-623
2023-08-02,Bartender,Apertura,8,4000,32000,BAR-193
2023-08-02,Bartender,Apertura,8,4000,32000,BAR-636
2023-08-02,Admin,Full,9,6000,54000,ADM-001
2023-08-03,Garzon,Apertura,8,3500,28000,GAR-862
2023-08-03,Garzon,Cierre,8,3500,28000,GAR-632
2023-08-03,Garzon,Cierre,8,3500,28000,GAR-294
2023-08-03,Garzon,Apertura,8,3500,28000,GAR-381
2023-08-03,Garzon,Cierre,8,3500,28000,GAR-546
2023-08-03,Garzon,Apertura,8,3500,28000,GAR-272
2023-08-03,Cocinero,Apertura,8,4500,36000,COC-344
2023-08-03,Cocinero,Intermedio,8,4500,36000,COC-240
2023-08-03,Cocinero,Apertura,8,4500,36000,COC-195
2023-08-03,Cocinero,Cierre,8,4500,36000,COC-499
2023-08-03,Bartender,Intermedio,8,4000,32000,BAR-844
2023-08-03,Bartender,Cierre,8,4000,32000,BAR-904
2023-08-03,Bartender,Intermedio,8,4000,32000,BAR-963
2023-08-03,Admin,Full,9,6000,54000,ADM-001
2023-08-04,Garzon,Cierre,8,3500,28000,GAR-716
2023-08-04,Garzon,Apertura,8,3500,28000,GAR-409
2023-08-04,Garzon,Apertura,8,3500,28000,GAR-891
2023-08-04,Cocinero,Cierre,8,4500,36000,COC-946
2023-08-04,Cocinero,Apertura,8,4500,36000,COC-907
2023-08-04,Bartender,Cierre,8,4000,32000,BAR-700
2023-08-04,Admin,Full,9,6000,54000,ADM-001
2023-08-05,Garzon,Apertura,8,3500,28000,GAR-832
2023-08-05,Garzon,Intermedio,8,3500,28000,GAR-991
2023-08-05,Garzon,Cierre,8,3500,28000,GAR-482
2023-08-05,Garzon,Cierre,8,3500,28000,GAR-559
2023-08-05,Cocinero,Apertura,8,4500,36000,COC-472
2023-08-05,Cocinero,Cierre,8,4500,36000,COC-407
2023-08-05,Cocinero,Cierre,8,4500,36000,COC-678
2023-08-05,Bartender,Apertura,8,4000,32000,BAR-557
2023-08-05,Bartender,Apertura,8,4000,32000,BAR-396
2023-08-05,Admin,Full,9,6000,54000,ADM-001
2023-08-06,Garzon,Intermedio,8,3500,28000,GAR-832
2023-08-06,Garzon,Cierre,8,3500,28000,GAR-678
2023-08-06,Cocinero,Cierre,8,4500,36000,COC-213
2023-08-06,Cocinero,Cierre,8,4500,36000,COC-784
2023-08-06,Bartender,Cierre,8,4000,32000,BAR-112
2023-08-06,Admin,Full,9,6000,54000,ADM-001
2023-08-07,Garzon,Intermedio,8,3500,28000,GAR-339
2023-08-07,Garzon,Cierre,8,3500,28000,GAR-459
2023-08-07,Garzon,Apertura,8,3500,28000,GAR-411
2023-08-07,Cocinero,Cierre,8,4500,36000,COC-395
2023-08-07,Cocinero,Apertura,8,4500,36000,COC-299
2023-08-07,Bartender,Cierre,8,4000,32000,BAR-308
2023-08-07,Admin,Full,9,6000,54000,ADM-001
2023-08-08,Garzon,Cierre,8,3500,28000,GAR-170
2023-08-08,Garzon,Intermedio,8,3500,28000,GAR-367
2023-08-08,Garzon,Cierre,8,3500,28000,GAR-772
2023-08-08,Garzon,Cierre,8,3500,28000,GAR-784
2023-08-08,Cocinero,Apertura,8,4500,36000,COC-271
2023-08-08,Cocinero,Cierre,8,4500,36000,COC-808
2023-08-08,Cocinero,Intermedio,8,4500,36000,COC-949
2023-08-08,Bartender,Cierre,8,4000,32000,BAR-312
2023-08-08,Bartender,Apertura,8,4000,32000,BAR-706
2023-08-08,Admin,Full,9,6000,54000,ADM-001
2023-08-09,Garzon,Apertura,8,3500,28000,GAR-411
2023-08-09,Garzon,Apertura,8,3500,28000,GAR-740
2023-08-09,Cocinero,Cierre,8,4500,36000,COC-169
2023-08-09,Cocinero,Apertura,8,4500,36000,COC-218
2023-08-09,Bartender,Apertura,8,4000,32000,BAR-917
2023-08-09,Admin,Full,9,6000,54000,ADM-001
2023-08-10,Garzon,Intermedio,8,3500,28000,GAR-293
2023-08-10,Garzon,Cierre,8,3500,28000,GAR-100
2023-08-10,Garzon,Apertura,8,3500,28000,GAR-490
2023-08-10,Garzon,Intermedio,8,3500,28000,GAR-303
2023-08-10,Garzon,Cierre,8,3500,28000,GAR-937
2023-08-10,Garzon,Cierre,8,3500,28000,GAR-814
2023-08-10,Cocinero,Cierre,8,4500,36000,COC-273
2023-08-10,Cocinero,Cierre,8,4500,36000,COC-613
2023-08-10,Cocinero,Intermedio,8,4500,36000,COC-948
2023-08-10,Cocinero,Cierre,8,4500,36000,COC-267
2023-08-10,Bartender,Cierre,8,4000,32000,BAR-146
2023-08-10,Bartender,Cierre,8,4000,32000,BAR-118
2023-08-10,Bartender,Cierre,8,4000,32000,BAR-356
2023-08-10,Admin,Full,9,6000,54000,ADM-001
2023-08-11,Garzon,Apertura,8,3500,28000,GAR-443
2023-08-11,Garzon,Intermedio,8,3500,28000,GAR-631
2023-08-11,Garzon,Cierre,8,3500,28000,GAR-971
2023-08-11,Garzon,Apertura,8,3500,28000,GAR-529
2023-08-11,Garzon,Apertura,8,3500,28000,GAR-721
2023-08-11,Cocinero,Intermedio,8,4500,36000,COC-440
2023-08-11,Cocinero,Cierre,8,4500,36000,COC-394
2023-08-11,Cocinero,Cierre,8,4500,36000,COC-765
2023-08-11,Bartender,Apertura,8,4000,32000,BAR-606
2023-08-11,Bartender,Apertura,8,4000,32000,BAR-310
2023-08-11,Admin,Full,9,6000,54000,ADM-001
2023-08-12,Garzon,Cierre,8,3500,28000,GAR-972
2023-08-12,Garzon,Apertura,8,3500,28000,GAR-213
2023-08-12,Garzon,Cierre,8,3500,28000,GAR-680
2023-08-12,Garzon,Apertura,8,3500,28000,GAR-251
2023-08-12,Garzon,Cierre,8,3500,28000,GAR-889
2023-08-12,Cocinero,Cierre,8,4500,36000,COC-961
2023-08-12,Cocinero,Cierre,8,4500,36000,COC-945
2023-08-12,Cocinero,Apertura,8,4500,36000,COC-356
2023-08-12,Bartender,Cierre,8,4000,32000,BAR-776
2023-08-12,Bartender,Apertura,8,4000,32000,BAR-392
2023-08-12,Admin,Full,9,6000,54000,ADM-001
2023-08-13,Garzon,Apertura,8,3500,28000,GAR-199
2023-08-13,Garzon,Cierre,8,3500,28000,GAR-686
2023-08-13,Garzon,Cierre,8,3500,28000,GAR-160
2023-08-13,Cocinero,Apertura,8,4500,36000,COC-895
2023-08-13,Cocinero,Cierre,8,4500,36000,COC-239
2023-08-13,Bartender,Apertura,8,4000,32000,BAR-407
2023-08-13,Admin,Full,9,6000,54000,ADM-001
2023-08-14,Garzon,Intermedio,8,3500,28000,GAR-123
2023-08-14,Garzon,Apertura,8,3500,28000,GAR-714
2023-08-14,Cocinero,Apertura,8,4500,36000,COC-379
2023-08-14,Cocinero,Apertura,8,4500,36000,COC-524
2023-08-14,Bartender,Cierre,8,4000,32000,BAR-148
2023-08-14,Admin,Full,9,6000,54000,ADM-001
2023-08-15,Garzon,Apertura,8,3500,28000,GAR-756
2023-08-15,Garzon,Apertura,8,3500,28000,GAR-176
2023-08-15,Garzon,Intermedio,8,3500,28000,GAR-922
2023-08-15,Garzon,Apertura,8,3500,28000,GAR-823
2023-08-15,Cocinero,Apertura,8,4500,36000,COC-140
2023-08-15,Cocinero,Cierre,8,4500,36000,COC-748
2023-08-15,Cocinero,Intermedio,8,4500,36000,COC-938
2023-08-15,Bartender,Apertura,8,4000,32000,BAR-840
2023-08-15,Bartender,Apertura,8,4000,32000,BAR-244
2023-08-15,Admin,Full,9,6000,54000,ADM-001
2023-08-16,Garzon,Cierre,8,3500,28000,GAR-411
2023-08-16,Garzon,Cierre,8,3500,28000,GAR-285
2023-08-16,Cocinero,Cierre,8,4500,36000,COC-279
2023-08-16,Cocinero,Cierre,8,4500,36000,COC-897
2023-08-16,Bartender,Intermedio,8,4000,32000,BAR-377
2023-08-16,Admin,Full,9,6000,54000,ADM-001
2023-08-17,Garzon,Cierre,8,3500,28000,GAR-902
2023-08-17,Garzon,Cierre,8,3500,28000,GAR-316
2023-08-17,Garzon,Intermedio,8,3500,28000,GAR-208
2023-08-17,Garzon,Cierre,8,3500,28000,GAR-802
2023-08-17,Garzon,Intermedio,8,3500,28000,GAR-531
2023-08-17,Garzon,Intermedio,8,3500,28000,GAR-153
2023-08-17,Cocinero,Cierre,8,4500,36000,COC-480
2023-08-17,Cocinero,Apertura,8,4500,36000,COC-717
2023-08-17,Cocinero,Apertura,8,4500,36000,COC-276
2023-08-17,Cocinero,Apertura,8,4500,36000,COC-240
2023-08-17,Bartender,Cierre,8,4000,32000,BAR-609
2023-08-17,Bartender,Cierre,8,4000,32000,BAR-391
2023-08-17,Bartender,Apertura,8,4000,32000,BAR-711
2023-08-17,Admin,Full,9,6000,54000,ADM-001
2023-08-18,Garzon,Cierre,8,3500,28000,GAR-195
2023-08-18,Garzon,Cierre,8,3500,28000,GAR-663
2023-08-18,Garzon,Apertura,8,3500,28000,GAR-193
2023-08-18,Garzon,Apertura,8,3500,28000,GAR-949
2023-08-18,Cocinero,Cierre,8,4500,36000,COC-154
2023-08-18,Cocinero,Apertura,8,4500,36000,COC-894
2023-08-18,Cocinero,Cierre,8,4500,36000,COC-531
2023-08-18,Bartender,Intermedio,8,4000,32000,BAR-477
2023-08-18,Bartender,Apertura,8,4000,32000,BAR-784
2023-08-18,Admin,Full,9,6000,54000,ADM-001
2023-08-19,Garzon,Apertura,8,3500,28000,GAR-707
2023-08-19,Garzon,Cierre,8,3500,28000,GAR-431
2023-08-19,Garzon,Cierre,8,3500,28000,GAR-732
2023-08-19,Garzon,Apertura,8,3500,28000,GAR-121
2023-08-19,Cocinero,Cierre,8,4500,36000,COC-860
2023-08-19,Cocinero,Cierre,8,4500,36000,COC-977
2023-08-19,Cocinero,Intermedio,8,4500,36000,COC-258
2023-08-19,Bartender,Cierre,8,4000,32000,BAR-435
2023-08-19,Bartender,Intermedio,8,4000,32000,BAR-367
2023-08-19,Admin,Full,9,6000,54000,ADM-001
2023-08-20,Garzon,Cierre,8,3500,28000,GAR-370
2023-08-20,Garzon,Intermedio,8,3500,28000,GAR-876
2023-08-20,Garzon,Cierre,8,3500,28000,GAR-398
2023-08-20,Cocinero,Cierre,8,4500,36000,COC-933
2023-08-20,Cocinero,Intermedio,8,4500,36000,COC-680
2023-08-20,Bartender,Intermedio,8,4000,32000,BAR-159
2023-08-20,Admin,Full,9,6000,54000,ADM-001
2023-08-21,Garzon,Intermedio,8,3500,28000,GAR-512
2023-08-21,Garzon,Intermedio,8,3500,28000,GAR-141
2023-08-21,Cocinero,Cierre,8,4500,36000,COC-123
2023-08-21,Cocinero,Intermedio,8,4500,36000,COC-864
2023-08-21,Bartender,Apertura,8,4000,32000,BAR-735
2023-08-21,Admin,Full,9,6000,54000,ADM-001
2023-08-22,Garzon,Intermedio,8,3500,28000,GAR-364
2023-08-22,Garzon,Cierre,8,3500,28000,GAR-881
2023-08-22,Garzon,Cierre,8,3500,28000,GAR-284
2023-08-22,Garzon,Cierre,8,3500,28000,GAR-210
2023-08-22,Garzon,Apertura,8,3500,28000,GAR-385
2023-08-22,Cocinero,Cierre,8,4500,36000,COC-102
2023-08-22,Cocinero,Cierre,8,4500,36000,COC-934
2023-08-22,Cocinero,Cierre,8,4500,36000,COC-759
2023-08-22,Bartender,Intermedio,8,4000,32000,BAR-806
2023-08-22,Bartender,Cierre,8,4000,32000,BAR-924
2023-08-22,Admin,Full,9,6000,54000,ADM-001
2023-08-23,Garzon,Cierre,8,3500,28000,GAR-109
2023-08-23,Garzon,Apertura,8,3500,28000,GAR-585
2023-08-23,Garzon,Apertura,8,3500,28000,GAR-380
2023-08-23,Cocinero,Apertura,8,4500,36000,COC-349
2023-08-23,Cocinero,Apertura,8,4500,36000,COC-568
2023-08-23,Bartender,Cierre,8,4000,32000,BAR-132
2023-08-23,Admin,Full,9,6000,54000,ADM-001
2023-08-24,Garzon,Cierre,8,3500,28000,GAR-412
2023-08-24,Garzon,Cierre,8,3500,28000,GAR-213
2023-08-24,Garzon,Intermedio,8,3500,28000,GAR-907
2023-08-24,Garzon,Apertura,8,3500,28000,GAR-939
2023-08-24,Garzon,Intermedio,8,3500,28000,GAR-687
2023-08-24,Garzon,Cierre,8,3500,28000,GAR-344
2023-08-24,Cocinero,Apertura,8,4500,36000,COC-667
2023-08-24,Cocinero,Intermedio,8,4500,36000,COC-167
2023-08-24,Cocinero,Cierre,8,4500,36000,COC-148
2023-08-24,Cocinero,Cierre,8,4500,36000,COC-969
2023-08-24,Bartender,Cierre,8,4000,32000,BAR-102
2023-08-24,Bartender,Cierre,8,4000,32000,BAR-332
2023-08-24,Bartender,Cierre,8,4000,32000,BAR-585
2023-08-24,Admin,Full,9,6000,54000,ADM-001
2023-08-25,Garzon,Intermedio,8,3500,28000,GAR-866
2023-08-25,Garzon,Cierre,8,3500,28000,GAR-172
2023-08-25,Garzon,Cierre,8,3500,28000,GAR-992
2023-08-25,Garzon,Apertura,8,3500,28000,GAR-424
2023-08-25,Cocinero,Cierre,8,4500,36000,COC-307
2023-08-25,Cocinero,Intermedio,8,4500,36000,COC-197
2023-08-25,Cocinero,Cierre,8,4500,36000,COC-767
2023-08-25,Bartender,Apertura,8,4000,32000,BAR-114
2023-08-25,Bartender,Cierre,8,4000,32000,BAR-835
2023-08-25,Admin,Full,9,6000,54000,ADM-001
2023-08-26,Garzon,Cierre,8,3500,28000,GAR-158
2023-08-26,Garzon,Apertura,8,3500,28000,GAR-232
2023-08-26,Garzon,Apertura,8,3500,28000,GAR-596
2023-08-26,Garzon,Intermedio,8,3500,28000,GAR-667
2023-08-26,Garzon,Apertura,8,3500,28000,GAR-691
2023-08-26,Cocinero,Apertura,8,4500,36000,COC-714
2023-08-26,Cocinero,Apertura,8,4500,36000,COC-809
2023-08-26,Cocinero,Cierre,8,4500,36000,COC-472
2023-08-26,Bartender,Cierre,8,4000,32000,BAR-830
2023-08-26,Bartender,Cierre,8,4000,32000,BAR-220
2023-08-26,Admin,Full,9,6000,54000,ADM-001
2023-08-27,Garzon,Cierre,8,3500,28000,GAR-441
2023-08-27,Garzon,Cierre,8,3500,28000,GAR-836
2023-08-27,Garzon,Apertura,8,3500,28000,GAR-922
2023-08-27,Cocinero,Cierre,8,4500,36000,COC-893
2023-08-27,Cocinero,Apertura,8,4500,36000,COC-232
2023-08-27,Bartender,Cierre,8,4000,32000,BAR-155
2023-08-27,Admin,Full,9,6000,54000,ADM-001
2023-08-28,Garzon,Intermedio,8,3500,28000,GAR-418
2023-08-28,Garzon,Apertura,8,3500,28000,GAR-768
2023-08-28,Cocinero,Apertura,8,4500,36000,COC-559
2023-08-28,Cocinero,Apertura,8,4500,36000,COC-379
2023-08-28,Bartender,Cierre,8,4000,32000,BAR-403
2023-08-28,Admin,Full,9,6000,54000,ADM-001
2023-08-29,Garzon,Cierre,8,3500,28000,GAR-137
2023-08-29,Garzon,Apertura,8,3500,28000,GAR-429
2023-08-29,Garzon,Cierre,8,3500,28000,GAR-706
2023-08-29,Cocinero,Apertura,8,4500,36000,COC-908
2023-08-29,Cocinero,Cierre,8,4500,36000,COC-263
2023-08-29,Bartender,Apertura,8,4000,32000,BAR-764
2023-08-29,Admin,Full,9,6000,54000,ADM-001
2023-08-30,Garzon,Apertura,8,3500,28000,GAR-930
2023-08-30,Garzon,Cierre,8,3500,28000,GAR-457
2023-08-30,Garzon,Cierre,8,3500,28000,GAR-944
2023-08-30,Garzon,Cierre,8,3500,28000,GAR-394
2023-08-30,Cocinero,Cierre,8,4500,36000,COC-738
2023-08-30,Cocinero,Apertura,8,4500,36000,COC-148
2023-08-30,Bartender,Intermedio,8,4000,32000,BAR-168
2023-08-30,Bartender,Intermedio,8,4000,32000,BAR-839
2023-08-30,Admin,Full,9,6000,54000,ADM-001
2023-08-31,Garzon,Cierre,8,3500,28000,GAR-435
2023-08-31,Garzon,Apertura,8,3500,28000,GAR-502
2023-08-31,Garzon,Cierre,8,3500,28000,GAR-484
2023-08-31,Garzon,Apertura,8,3500,28000,GAR-941
2023-08-31,Garzon,Cierre,8,3500,28000,GAR-613
2023-08-31,Garzon,Cierre,8,3500,28000,GAR-668
2023-08-31,Cocinero,Intermedio,8,4500,36000,COC-919
2023-08-31,Cocinero,Cierre,8,4500,36000,COC-855
2023-08-31,Cocinero,Intermedio,8,4500,36000,COC-109
2023-08-31,Cocinero,Intermedio,8,4500,36000,COC-290
2023-08-31,Bartender,Cierre,8,4000,32000,BAR-169
2023-08-31,Bartender,Apertura,8,4000,32000,BAR-531
2023-08-31,Bartender,Cierre,8,4000,32000,BAR-908
2023-08-31,Admin,Full,9,6000,54000,ADM-001
2023-09-01,Garzon,Intermedio,8,3500,28000,GAR-528
2023-09-01,Garzon,Cierre,8,3500,28000,GAR-915
2023-09-01,Garzon,Apertura,8,3500,28000,GAR-955
2023-09-01,Garzon,Cierre,8,3500,28000,GAR-749
2023-09-01,Cocinero,Intermedio,8,4500,36000,COC-519
2023-09-01,Cocinero,Cierre,8,4500,36000,COC-279
2023-09-01,Cocinero,Apertura,8,4500,36000,COC-180
2023-09-01,Bartender,Cierre,8,4000,32000,BAR-295
2023-09-01,Bartender,Cierre,8,4000,32000,BAR-896
2023-09-01,Admin,Full,9,6000,54000,ADM-001
2023-09-02,Garzon,Apertura,8,3500,28000,GAR-513
2023-09-02,Garzon,Apertura,8,3500,28000,GAR-827
2023-09-02,Garzon,Cierre,8,3500,28000,GAR-247
2023-09-02,Garzon,Cierre,8,3500,28000,GAR-382
2023-09-02,Cocinero,Cierre,8,4500,36000,COC-845
2023-09-02,Cocinero,Cierre,8,4500,36000,COC-635
2023-09-02,Cocinero,Cierre,8,4500,36000,COC-921
2023-09-02,Bartender,Intermedio,8,4000,32000,BAR-576
2023-09-02,Bartender,Cierre,8,4000,32000,BAR-383
2023-09-02,Admin,Full,9,6000,54000,ADM-001
2023-09-03,Garzon,Cierre,8,3500,28000,GAR-714
2023-09-03,Garzon,Apertura,8,3500,28000,GAR-346
2023-09-03,Cocinero,Cierre,8,4500,36000,COC-749
2023-09-03,Cocinero,Cierre,8,4500,36000,COC-308
2023-09-03,Bartender,Intermedio,8,4000,32000,BAR-960
2023-09-03,Admin,Full,9,6000,54000,ADM-001
2023-09-04,Garzon,Intermedio,8,3500,28000,GAR-352
2023-09-04,Garzon,Apertura,8,3500,28000,GAR-607
2023-09-04,Garzon,Cierre,8,3500,28000,GAR-770
2023-09-04,Cocinero,Intermedio,8,4500,36000,COC-837
2023-09-04,Cocinero,Apertura,8,4500,36000,COC-441
2023-09-04,Bartender,Intermedio,8,4000,32000,BAR-247
2023-09-04,Admin,Full,9,6000,54000,ADM-001
2023-09-05,Garzon,Cierre,8,3500,28000,GAR-813
2023-09-05,Garzon,Intermedio,8,3500,28000,GAR-459
2023-09-05,Cocinero,Intermedio,8,4500,36000,COC-389
2023-09-05,Cocinero,Apertura,8,4500,36000,COC-504
2023-09-05,Bartender,Intermedio,8,4000,32000,BAR-407
2023-09-05,Admin,Full,9,6000,54000,ADM-001
2023-09-06,Garzon,Intermedio,8,3500,28000,GAR-696
2023-09-06,Garzon,Cierre,8,3500,28000,GAR-467
2023-09-06,Cocinero,Cierre,8,4500,36000,COC-595
2023-09-06,Cocinero,Cierre,8,4500,36000,COC-465
2023-09-06,Bartender,Cierre,8,4000,32000,BAR-447
2023-09-06,Admin,Full,9,6000,54000,ADM-001
2023-09-07,Garzon,Cierre,8,3500,28000,GAR-458
2023-09-07,Garzon,Cierre,8,3500,28000,GAR-237
2023-09-07,Garzon,Apertura,8,3500,28000,GAR-820
2023-09-07,Garzon,Intermedio,8,3500,28000,GAR-713
2023-09-07,Garzon,Apertura,8,3500,28000,GAR-736
2023-09-07,Garzon,Intermedio,8,3500,28000,GAR-843
2023-09-07,Garzon,Cierre,8,3500,28000,GAR-275
2023-09-07,Garzon,Intermedio,8,3500,28000,GAR-847
2023-09-07,Cocinero,Cierre,8,4500,36000,COC-726
2023-09-07,Cocinero,Intermedio,8,4500,36000,COC-618
2023-09-07,Cocinero,Cierre,8,4500,36000,COC-173
2023-09-07,Cocinero,Apertura,8,4500,36000,COC-489
2023-09-07,Cocinero,Cierre,8,4500,36000,COC-651
2023-09-07,Bartender,Cierre,8,4000,32000,BAR-879
2023-09-07,Bartender,Cierre,8,4000,32000,BAR-255
2023-09-07,Bartender,Apertura,8,4000,32000,BAR-162
2023-09-07,Bartender,Intermedio,8,4000,32000,BAR-155
2023-09-07,Admin,Full,9,6000,54000,ADM-001
2023-09-08,Garzon,Apertura,8,3500,28000,GAR-660
2023-09-08,Garzon,Cierre,8,3500,28000,GAR-189
2023-09-08,Garzon,Intermedio,8,3500,28000,GAR-978
2023-09-08,Garzon,Intermedio,8,3500,28000,GAR-270
2023-09-08,Cocinero,Cierre,8,4500,36000,COC-840
2023-09-08,Cocinero,Cierre,8,4500,36000,COC-378
2023-09-08,Cocinero,Cierre,8,4500,36000,COC-530
2023-09-08,Bartender,Apertura,8,4000,32000,BAR-790
2023-09-08,Bartender,Intermedio,8,4000,32000,BAR-944
2023-09-08,Admin,Full,9,6000,54000,ADM-001
2023-09-09,Garzon,Intermedio,8,3500,28000,GAR-250
2023-09-09,Garzon,Cierre,8,3500,28000,GAR-631
2023-09-09,Garzon,Cierre,8,3500,28000,GAR-330
2023-09-09,Cocinero,Cierre,8,4500,36000,COC-543
2023-09-09,Cocinero,Cierre,8,4500,36000,COC-908
2023-09-09,Bartender,Intermedio,8,4000,32000,BAR-939
2023-09-09,Admin,Full,9,6000,54000,ADM-001
2023-09-10,Garzon,Intermedio,8,3500,28000,GAR-766
2023-09-10,Garzon,Cierre,8,3500,28000,GAR-741
2023-09-10,Garzon,Intermedio,8,3500,28000,GAR-947
2023-09-10,Garzon,Cierre,8,3500,28000,GAR-489
2023-09-10,Cocinero,Cierre,8,4500,36000,COC-588
2023-09-10,Cocinero,Apertura,8,4500,36000,COC-458
2023-09-10,Bartender,Cierre,8,4000,32000,BAR-849
2023-09-10,Bartender,Cierre,8,4000,32000,BAR-512
2023-09-10,Admin,Full,9,6000,54000,ADM-001
2023-09-11,Garzon,Cierre,8,3500,28000,GAR-535
2023-09-11,Garzon,Apertura,8,3500,28000,GAR-965
2023-09-11,Garzon,Apertura,8,3500,28000,GAR-317
2023-09-11,Cocinero,Intermedio,8,4500,36000,COC-657
2023-09-11,Cocinero,Cierre,8,4500,36000,COC-926
2023-09-11,Bartender,Cierre,8,4000,32000,BAR-594
2023-09-11,Admin,Full,9,6000,54000,ADM-001
2023-09-12,Garzon,Cierre,8,3500,28000,GAR-519
2023-09-12,Garzon,Cierre,8,3500,28000,GAR-451
2023-09-12,Cocinero,Intermedio,8,4500,36000,COC-617
2023-09-12,Cocinero,Cierre,8,4500,36000,COC-303
2023-09-12,Bartender,Cierre,8,4000,32000,BAR-432
2023-09-12,Admin,Full,9,6000,54000,ADM-001
2023-09-13,Garzon,Apertura,8,3500,28000,GAR-423
2023-09-13,Garzon,Cierre,8,3500,28000,GAR-446
2023-09-13,Garzon,Apertura,8,3500,28000,GAR-411
2023-09-13,Cocinero,Intermedio,8,4500,36000,COC-348
2023-09-13,Cocinero,Apertura,8,4500,36000,COC-172
2023-09-13,Bartender,Intermedio,8,4000,32000,BAR-901
2023-09-13,Admin,Full,9,6000,54000,ADM-001
2023-09-14,Garzon,Cierre,8,3500,28000,GAR-290
2023-09-14,Garzon,Apertura,8,3500,28000,GAR-123
2023-09-14,Garzon,Cierre,8,3500,28000,GAR-651
2023-09-14,Garzon,Cierre,8,3500,28000,GAR-696
2023-09-14,Garzon,Cierre,8,3500,28000,GAR-513
2023-09-14,Garzon,Cierre,8,3500,28000,GAR-683
2023-09-14,Cocinero,Apertura,8,4500,36000,COC-346
2023-09-14,Cocinero,Cierre,8,4500,36000,COC-648
2023-09-14,Cocinero,Intermedio,8,4500,36000,COC-899
2023-09-14,Cocinero,Apertura,8,4500,36000,COC-346
2023-09-14,Bartender,Cierre,8,4000,32000,BAR-366
2023-09-14,Bartender,Cierre,8,4000,32000,BAR-657
2023-09-14,Bartender,Intermedio,8,4000,32000,BAR-680
2023-09-14,Admin,Full,9,6000,54000,ADM-001
2023-09-15,Garzon,Apertura,8,3500,28000,GAR-757
2023-09-15,Garzon,Cierre,8,3500,28000,GAR-444
2023-09-15,Garzon,Cierre,8,3500,28000,GAR-459
2023-09-15,Garzon,Apertura,8,3500,28000,GAR-550
2023-09-15,Garzon,Cierre,8,3500,28000,GAR-133
