date,item_name,merma_qty,reason,value_lost_clp,preventable
2023-10-28,Cuatro Formaggi,2,damage,9600,yes
2023-10-28,Camarón a la Vista,1,expired,5800,no
2023-10-28,Pepperoni,1,overprep,3800,yes
2023-10-28,Salmón Tando,1,overprep,7200,yes
2023-10-28,Filete Trifolatti,3,customer_return,29400,no
2023-10-28,Copa de Vino CS,3,damage,4200,yes
2023-10-28,Volcán de Chocolate,1,expired,2100,no
2023-10-28,Rocca Avocado,1,overprep,8500,yes
2023-10-30,Tartar de Jaiba con Locos,2,overprep,17800,yes
2023-10-30,Mechada Avocado,1,quality_issue,4800,yes
2023-10-30,Locos en su Emulsión,2,expired,23000,no
2023-10-30,Jugo de Pulpa,2,overprep,1600,yes
2023-10-30,Jugo de Pulpa,1,damage,800,yes
2023-10-30,Volcán de Chocolate,1,expired,2100,no
2023-10-30,Salmón Tando,1,expired,7200,no
2023-10-30,Arancini,1,damage,3800,yes
2023-10-31,Cuatro Formaggi,1,quality_issue,4800,yes
2023-10-31,Margarita,1,overprep,3200,yes
2023-10-31,Filete Trifolatti,1,expired,9800,no
2023-10-31,Tabla Estación,1,quality_issue,14500,yes
2023-11-01,Copa de Vino CS,1,overprep,1400,yes
2023-11-01,Valenciano,2,overprep,12400,yes
2023-11-01,Margarita,1,overprep,3200,yes
2023-11-01,Margarita,2,overprep,6400,yes
2023-11-01,Cuatro Formaggi,1,quality_issue,4800,yes
2023-11-01,Mechada Avocado,1,quality_issue,4800,yes
2023-11-01,Cuatro Formaggi,1,expired,4800,no
2023-11-01,Margarita,1,overprep,3200,yes
2023-11-01,Pepperoni,3,expired,11400,no
2023-11-02,Camarón a la Vista,1,overprep,5800,yes
2023-11-02,Clásica,3,expired,12600,no
2023-11-02,Copa de Vino CS,1,damage,1400,yes
2023-11-02,Tabla Estación,2,overprep,29000,yes
2023-11-02,Mechada Avocado,1,quality_issue,4800,yes
2023-11-02,Volcán de Chocolate,2,overprep,4200,yes
2023-11-03,Volcán de Chocolate,1,overprep,2100,yes
2023-11-03,Mechada Avocado,1,quality_issue,4800,yes
2023-11-03,Volcán de Chocolate,1,damage,2100,yes
2023-11-03,Arancini,1,expired,3800,no
2023-11-03,Arancini,1,expired,3800,no
2023-11-03,Arancini,1,overprep,3800,yes
2023-11-03,Copa de Vino CS,3,expired,4200,no
2023-11-04,Mechada Avocado,1,overprep,4800,yes
2023-11-04,Tartar de Jaiba con Locos,1,expired,8900,no
2023-11-04,Camarón a la Vista,1,expired,5800,no
2023-11-04,Camarón a la Vista,1,overprep,5800,yes
2023-11-04,Valenciano,2,overprep,12400,yes
2023-11-04,Tartar de Jaiba con Locos,1,expired,8900,no
2023-11-04,Camarón a la Vista,1,expired,5800,no
2023-11-04,Arancini,1,damage,3800,yes
2023-11-05,Jugo de Pulpa,1,overprep,800,yes
2023-11-05,Pepperoni,1,overprep,3800,yes
2023-11-06,Clásica,1,expired,4200,no
2023-11-06,Camarón a la Vista,1,expired,5800,no
2023-11-06,Camarón a la Vista,2,overprep,11600,yes
2023-11-06,Camarón a la Vista,1,quality_issue,5800,yes
2023-11-07,Tartar de Jaiba con Locos,1,expired,8900,no
2023-11-07,Clásica,1,expired,4200,no
2023-11-08,Duo del Mar,1,expired,7200,no
2023-11-08,Camarón a la Vista,2,expired,11600,no
2023-11-08,Tabla Estación,1,overprep,14500,yes
2023-11-08,Copa de Vino CS,1,expired,1400,no
2023-11-08,Mechada Avocado,2,expired,9600,no
2023-11-08,Mechada Avocado,1,quality_issue,4800,yes
2023-11-08,Pavlova (Papaya),1,expired,2000,no
2023-11-09,Jugo de Pulpa,1,damage,800,yes
2023-11-09,Clásica,2,expired,8400,no
2023-11-10,Arancini,3,quality_issue,11400,yes
2023-11-10,Margarita,2,overprep,6400,yes
2023-11-10,Cuatro Formaggi,1,overprep,4800,yes
2023-11-10,Salmón Tando,1,expired,7200,no
2023-11-10,Rocca Avocado,2,expired,17000,no
2023-11-10,Pavlova (Papaya),1,overprep,2000,yes
2023-11-10,Rocca Avocado,2,damage,17000,yes
2023-11-11,Locos en su Emulsión,1,expired,11500,no
2023-11-11,Jugo de Pulpa,2,overprep,1600,yes
2023-11-11,Clásica,1,expired,4200,no
2023-11-11,Duo del Mar,2,overprep,14400,yes
2023-11-11,Camarón a la Vista,1,overprep,5800,yes
2023-11-11,Pavlova (Papaya),1,quality_issue,2000,yes
2023-11-11,Mechada Avocado,2,expired,9600,no
2023-11-11,Jugo de Pulpa,2,expired,1600,no
2023-11-12,Clásica,1,customer_return,4200,no
2023-11-12,Mechada Avocado,1,quality_issue,4800,yes
2023-11-12,Arancini,1,quality_issue,3800,yes
2023-11-12,Arancini,2,expired,7600,no
2023-11-12,Arancini,1,expired,3800,no
2023-11-13,Pepperoni,1,overprep,3800,yes
2023-11-13,Tartar de Jaiba con Locos,1,expired,8900,no
2023-11-13,Pepperoni,1,expired,3800,no
2023-11-13,Tartar de Jaiba con Locos,1,quality_issue,8900,yes
2023-11-14,Margarita,1,quality_issue,3200,yes
2023-11-15,Margarita,1,expired,3200,no
2023-11-16,Clásica,1,overprep,4200,yes
2023-11-16,Copa de Vino CS,1,overprep,1400,yes
2023-11-16,Locos en su Emulsión,1,expired,11500,no
2023-11-16,Arancini,1,quality_issue,3800,yes
2023-11-17,Locos en su Emulsión,1,expired,11500,no
2023-11-17,Cuatro Formaggi,1,overprep,4800,yes
2023-11-17,Valenciano,1,overprep,6200,yes
2023-11-18,Pepperoni,1,overprep,3800,yes
2023-11-18,Cuatro Formaggi,1,damage,4800,yes
2023-11-18,Duo del Mar,2,expired,14400,no
2023-11-18,Cuatro Formaggi,1,expired,4800,no
2023-11-18,Valenciano,1,expired,6200,no
2023-11-18,Locos en su Emulsión,1,expired,11500,no
2023-11-19,Tartar de Jaiba con Locos,1,customer_return,8900,no
2023-11-19,Pavlova (Papaya),1,overprep,2000,yes
2023-11-19,Camarón a la Vista,1,expired,5800,no
2023-11-19,Margarita,1,overprep,3200,yes
2023-11-20,Tabla Estación,1,overprep,14500,yes
2023-11-20,Margarita,1,overprep,3200,yes
2023-11-20,Mechada Avocado,1,overprep,4800,yes
2023-11-20,Salmón Tando,2,overprep,14400,yes
2023-11-21,Valenciano,3,overprep,18600,yes
2023-11-21,Jugo de Pulpa,1,damage,800,yes
2023-11-21,Clásica,1,overprep,4200,yes
2023-11-22,Tabla Estación,1,expired,14500,no
2023-11-22,Tabla Estación,1,overprep,14500,yes
2023-11-22,Pepperoni,2,overprep,7600,yes
2023-11-22,Jugo de Pulpa,1,quality_issue,800,yes
2023-11-22,Margarita,2,quality_issue,6400,yes
2023-11-22,Pepperoni,2,overprep,7600,yes
2023-11-22,Arancini,1,overprep,3800,yes
2023-11-23,Pepperoni,1,overprep,3800,yes
2023-11-23,Mechada Avocado,2,expired,9600,no
2023-11-23,Margarita,2,overprep,6400,yes
2023-11-23,Cuatro Formaggi,1,expired,4800,no
2023-11-24,Clásica,1,overprep,4200,yes
2023-11-24,Mechada Avocado,1,overprep,4800,yes
2023-11-24,Valenciano,1,overprep,6200,yes
2023-11-24,Tartar de Jaiba con Locos,1,overprep,8900,yes
2023-11-24,Volcán de Chocolate,2,expired,4200,no
2023-11-24,Duo del Mar,2,expired,14400,no
2023-11-24,Mechada Avocado,1,overprep,4800,yes
2023-11-24,Valenciano,2,overprep,12400,yes
2023-11-25,Filete Trifolatti,2,expired,19600,no
2023-11-25,Arancini,2,expired,7600,no
2023-11-25,Volcán de Chocolate,2,overprep,4200,yes
2023-11-27,Margarita,2,overprep,6400,yes
2023-11-27,Valenciano,1,overprep,6200,yes
2023-11-27,Margarita,1,overprep,3200,yes
2023-11-27,Jugo de Pulpa,1,expired,800,no
2023-11-27,Mechada Avocado,2,expired,9600,no
2023-11-28,Cuatro Formaggi,1,expired,4800,no
2023-11-28,Locos en su Emulsión,1,expired,11500,no
2023-11-28,Mechada Avocado,2,overprep,9600,yes
2023-11-28,Margarita,1,expired,3200,no
2023-11-29,Cuatro Formaggi,1,overprep,4800,yes
2023-11-29,Volcán de Chocolate,1,overprep,2100,yes
2023-11-29,Camarón a la Vista,1,expired,5800,no
2023-11-30,Mechada Avocado,1,expired,4800,no
2023-11-30,Locos en su Emulsión,1,expired,11500,no
2023-11-30,Locos en su Emulsión,1,expired,11500,no
2023-11-30,Filete Trifolatti,1,expired,9800,no
2023-12-01,Mechada Avocado,1,expired,4800,no
2023-12-01,Pavlova (Papaya),2,overprep,4000,yes
2023-12-01,Margarita,1,damage,3200,yes
2023-12-01,Copa de Vino CS,1,overprep,1400,yes
2023-12-01,Arancini,1,overprep,3800,yes
2023-12-01,Tartar de Jaiba con Locos,1,quality_issue,8900,yes
2023-12-01,Salmón Tando,1,customer_return,7200,no
2023-12-01,Volcán de Chocolate,1,overprep,2100,yes
2023-12-02,Margarita,1,overprep,3200,yes
2023-12-02,Filete Trifolatti,1,expired,9800,no
2023-12-02,Locos en su Emulsión,1,overprep,11500,yes
2023-12-02,Camarón a la Vista,1,overprep,5800,yes
2023-12-03,Pepperoni,2,expired,7600,no
2023-12-03,Jugo de Pulpa,1,overprep,800,yes
2023-12-03,Cuatro Formaggi,1,expired,4800,no
2023-12-03,Jugo de Pulpa,1,overprep,800,yes
2023-12-04,Copa de Vino CS,1,quality_issue,1400,yes
2023-12-04,Filete Trifolatti,1,expired,9800,no
2023-12-04,Volcán de Chocolate,2,damage,4200,yes
2023-12-04,Margarita,1,expired,3200,no
2023-12-04,Camarón a la Vista,1,overprep,5800,yes
2023-12-05,Arancini,2,overprep,7600,yes
2023-12-05,Cuatro Formaggi,2,overprep,9600,yes
2023-12-05,Mechada Avocado,2,overprep,9600,yes
2023-12-05,Cuatro Formaggi,1,overprep,4800,yes
2023-12-05,Mechada Avocado,2,expired,9600,no
2023-12-05,Clásica,1,overprep,4200,yes
2023-12-05,Tabla Estación,1,overprep,14500,yes
2023-12-05,Filete Trifolatti,1,expired,9800,no
2023-12-05,Clásica,3,expired,12600,no
2023-12-06,Salmón Tando,2,overprep,14400,yes
2023-12-06,Camarón a la Vista,1,expired,5800,no
2023-12-06,Jugo de Pulpa,1,overprep,800,yes
2023-12-06,Filete Trifolatti,2,expired,19600,no
2023-12-06,Cuatro Formaggi,2,overprep,9600,yes
2023-12-06,Margarita,1,overprep,3200,yes
2023-12-06,Locos en su Emulsión,2,quality_issue,23000,yes
2023-12-07,Clásica,1,expired,4200,no
2023-12-08,Pepperoni,2,expired,7600,no
2023-12-08,Valenciano,2,overprep,12400,yes
2023-12-08,Mechada Avocado,1,quality_issue,4800,yes
2023-12-08,Tartar de Jaiba con Locos,3,quality_issue,26700,yes
2023-12-08,Locos en su Emulsión,1,expired,11500,no
2023-12-08,Pepperoni,1,damage,3800,yes
2023-12-08,Tabla Estación,1,expired,14500,no
2023-12-08,Volcán de Chocolate,1,damage,2100,yes
2023-12-08,Pepperoni,1,overprep,3800,yes
2023-12-09,Cuatro Formaggi,1,damage,4800,yes
2023-12-09,Copa de Vino CS,1,overprep,1400,yes
2023-12-09,Locos en su Emulsión,2,expired,23000,no
2023-12-09,Mechada Avocado,1,overprep,4800,yes
2023-12-09,Valenciano,1,overprep,6200,yes
2023-12-09,Tartar de Jaiba con Locos,1,expired,8900,no
2023-12-09,Tartar de Jaiba con Locos,1,customer_return,8900,no
2023-12-09,Arancini,1,overprep,3800,yes
2023-12-09,Margarita,2,damage,6400,yes
2023-12-09,Margarita,1,overprep,3200,yes
2023-12-09,Pepperoni,2,overprep,7600,yes
2023-12-09,Valenciano,1,expired,6200,no
2023-12-09,Pavlova (Papaya),2,overprep,4000,yes
2023-12-10,Jugo de Pulpa,2,overprep,1600,yes
2023-12-10,Arancini,1,overprep,3800,yes
2023-12-10,Clásica,1,overprep,4200,yes
2023-12-10,Valenciano,1,overprep,6200,yes
2023-12-10,Jugo de Pulpa,1,expired,800,no
2023-12-10,Duo del Mar,3,expired,21600,no
2023-12-11,Pepperoni,2,expired,7600,no
2023-12-11,Arancini,1,expired,3800,no
2023-12-11,Pavlova (Papaya),2,overprep,4000,yes
2023-12-11,Cuatro Formaggi,1,overprep,4800,yes
2023-12-11,Clásica,1,overprep,4200,yes
2023-12-12,Rocca Avocado,1,expired,8500,no
2023-12-12,Tartar de Jaiba con Locos,2,expired,17800,no
2023-12-12,Pavlova (Papaya),2,damage,4000,yes
2023-12-12,Copa de Vino CS,1,expired,1400,no
2023-12-12,Arancini,1,damage,3800,yes
2023-12-12,Pepperoni,2,expired,7600,no
2023-12-12,Clásica,1,expired,4200,no
2023-12-13,Volcán de Chocolate,2,overprep,4200,yes
2023-12-13,Locos en su Emulsión,1,quality_issue,11500,yes
2023-12-13,Clásica,3,quality_issue,12600,yes
2023-12-13,Camarón a la Vista,2,quality_issue,11600,yes
2023-12-13,Filete Trifolatti,1,quality_issue,9800,yes
2023-12-13,Arancini,1,overprep,3800,yes
2023-12-13,Tabla Estación,1,damage,14500,yes
2023-12-14,Cuatro Formaggi,1,overprep,4800,yes
2023-12-15,Pepperoni,1,overprep,3800,yes
2023-12-15,Volcán de Chocolate,1,expired,2100,no
2023-12-15,Pavlova (Papaya),2,overprep,4000,yes
2023-12-15,Pepperoni,1,damage,3800,yes
2023-12-15,Salmón Tando,1,expired,7200,no
2023-12-15,Mechada Avocado,2,expired,9600,no
2023-12-16,Pepperoni,2,overprep,7600,yes
2023-12-16,Copa de Vino CS,1,overprep,1400,yes
2023-12-16,Volcán de Chocolate,1,quality_issue,2100,yes
2023-12-16,Pepperoni,1,overprep,3800,yes
2023-12-16,Valenciano,2,quality_issue,12400,yes
2023-12-16,Copa de Vino CS,1,damage,1400,yes
2023-12-16,Jugo de Pulpa,1,expired,800,no
2023-12-17,Margarita,1,expired,3200,no
2023-12-17,Locos en su Emulsión,1,overprep,11500,yes
2023-12-17,Salmón Tando,1,overprep,7200,yes
2023-12-17,Pavlova (Papaya),1,damage,2000,yes
2023-12-18,Margarita,3,expired,9600,no
2023-12-18,Margarita,1,expired,3200,no
2023-12-19,Rocca Avocado,2,overprep,17000,yes
2023-12-19,Valenciano,1,expired,6200,no
2023-12-19,Locos en su Emulsión,2,overprep,23000,yes
2023-12-19,Clásica,1,quality_issue,4200,yes
2023-12-20,Jugo de Pulpa,1,overprep,800,yes
2023-12-20,Mechada Avocado,3,expired,14400,no
2023-12-20,Mechada Avocado,1,expired,4800,no
2023-12-20,Cuatro Formaggi,1,overprep,4800,yes
2023-12-21,Salmón Tando,2,overprep,14400,yes
2023-12-21,Margarita,1,overprep,3200,yes
2023-12-21,Tartar de Jaiba con Locos,3,quality_issue,26700,yes
2023-12-21,Cuatro Formaggi,1,overprep,4800,yes
2023-12-21,Mechada Avocado,1,expired,4800,no
2023-12-22,Arancini,1,quality_issue,3800,yes
2023-12-22,Pepperoni,1,damage,3800,yes
2023-12-22,Pavlova (Papaya),1,overprep,2000,yes
2023-12-22,Pepperoni,1,expired,3800,no
2023-12-23,Margarita,1,overprep,3200,yes
2023-12-23,Locos en su Emulsión,2,quality_issue,23000,yes
2023-12-23,Margarita,2,overprep,6400,yes
2023-12-23,Pepperoni,1,overprep,3800,yes
2023-12-23,Rocca Avocado,2,damage,17000,yes
2023-12-24,Camarón a la Vista,1,expired,5800,no
2023-12-24,Pavlova (Papaya),2,overprep,4000,yes
2023-12-24,Filete Trifolatti,1,expired,9800,no
2023-12-24,Pepperoni,1,quality_issue,3800,yes
2023-12-24,Margarita,1,overprep,3200,yes
2023-12-24,Margarita,1,overprep,3200,yes
2023-12-25,Filete Trifolatti,1,overprep,9800,yes
2023-12-25,Rocca Avocado,2,expired,17000,no
2023-12-25,Copa de Vino CS,1,overprep,1400,yes
2023-12-25,Mechada Avocado,1,expired,4800,no
2023-12-25,Margarita,2,overprep,6400,yes
2023-12-26,Margarita,1,damage,3200,yes
2023-12-26,Locos en su Emulsión,1,expired,11500,no
2023-12-26,Pavlova (Papaya),1,expired,2000,no
2023-12-26,Pepperoni,1,expired,3800,no
2023-12-27,Salmón Tando,2,expired,14400,no
2023-12-27,Camarón a la Vista,1,overprep,5800,yes
2023-12-27,Clásica,1,customer_return,4200,no
2023-12-27,Volcán de Chocolate,2,overprep,4200,yes
2023-12-27,Copa de Vino CS,3,overprep,4200,yes
2023-12-27,Clásica,1,expired,4200,no
2023-12-27,Margarita,1,damage,3200,yes
2023-12-27,Jugo de Pulpa,1,overprep,800,yes
2023-12-28,Margarita,1,overprep,3200,yes
2023-12-28,Rocca Avocado,2,overprep,17000,yes
2023-12-28,Rocca Avocado,2,quality_issue,17000,yes
2023-12-28,Jugo de Pulpa,1,expired,800,no
2023-12-29,Salmón Tando,1,expired,7200,no
2023-12-29,Rocca Avocado,2,overprep,17000,yes
2023-12-30,Copa de Vino CS,3,expired,4200,no
2023-12-30,Mechada Avocado,1,expired,4800,no
2023-12-30,Clásica,2,overprep,8400,yes
2023-12-30,Clásica,2,overprep,8400,yes
2023-12-31,Tabla Estación,1,expired,14500,no
2023-12-31,Duo del Mar,1,overprep,7200,yes
2023-12-31,Clásica,1,expired,4200,no
2023-12-31,Cuatro Formaggi,2,quality_issue,9600,yes
2023-12-31,Valenciano,1,quality_issue,6200,yes
2023-12-31,Jugo de Pulpa,1,overprep,800,yes
2023-12-31,Pepperoni,1,overprep,3800,yes
2023-12-31,Camarón a la Vista,2,overprep,11600,yes
2024-01-01,Duo del Mar,1,overprep,7200,yes
2024-01-01,Camarón a la Vista,2,expired,11600,no
2024-01-01,Filete Trifolatti,1,overprep,9800,yes
2024-01-02,Clásica,1,overprep,4200,yes
2024-01-03,Salmón Tando,1,overprep,7200,yes
2024-01-03,Clásica,1,expired,4200,no
2024-01-03,Duo del Mar,2,expired,14400,no
2024-01-03,Arancini,1,overprep,3800,yes
2024-01-03,Arancini,1,overprep,3800,yes
2024-01-04,Filete Trifolatti,1,expired,9800,no
2024-01-04,Pavlova (Papaya),2,overprep,4000,yes
2024-01-05,Cuatro Formaggi,1,expired,4800,no
2024-01-05,Duo del Mar,1,expired,7200,no
2024-01-05,Clásica,2,quality_issue,8400,yes
2024-01-05,Mechada Avocado,2,expired,9600,no
2024-01-05,Clásica,3,overprep,12600,yes
2024-01-06,Tabla Estación,1,expired,14500,no
2024-01-06,Locos en su Emulsión,2,overprep,23000,yes
2024-01-06,Tabla Estación,1,expired,14500,no
2024-01-06,Pepperoni,1,overprep,3800,yes
2024-01-06,Clásica,1,customer_return,4200,no
2024-01-06,Pepperoni,1,overprep,3800,yes
2024-01-06,Pepperoni,1,overprep,3800,yes
2024-01-06,Pepperoni,1,expired,3800,no
2024-01-06,Locos en su Emulsión,1,expired,11500,no
2024-01-07,Valenciano,1,expired,6200,no
2024-01-07,Tabla Estación,2,quality_issue,29000,yes
2024-01-07,Cuatro Formaggi,1,damage,4800,yes
2024-01-08,Cuatro Formaggi,1,overprep,4800,yes
2024-01-08,Copa de Vino CS,2,overprep,2800,yes
2024-01-08,Rocca Avocado,3,overprep,25500,yes
2024-01-09,Rocca Avocado,3,quality_issue,25500,yes
2024-01-09,Pepperoni,1,overprep,3800,yes
2024-01-09,Locos en su Emulsión,1,expired,11500,no
2024-01-09,Pepperoni,1,overprep,3800,yes
2024-01-09,Salmón Tando,2,expired,14400,no
2024-01-10,Valenciano,1,overprep,6200,yes
2024-01-10,Margarita,1,overprep,3200,yes
2024-01-10,Tabla Estación,2,expired,29000,no
2024-01-10,Duo del Mar,1,expired,7200,no
2024-01-10,Cuatro Formaggi,2,overprep,9600,yes
2024-01-10,Volcán de Chocolate,1,damage,2100,yes
2024-01-11,Margarita,1,overprep,3200,yes
2024-01-11,Rocca Avocado,2,overprep,17000,yes
2024-01-11,Mechada Avocado,1,expired,4800,no
2024-01-11,Locos en su Emulsión,1,expired,11500,no
2024-01-11,Filete Trifolatti,1,overprep,9800,yes
2024-01-12,Camarón a la Vista,1,quality_issue,5800,yes
2024-01-12,Cuatro Formaggi,3,overprep,14400,yes
2024-01-12,Copa de Vino CS,1,overprep,1400,yes
2024-01-12,Mechada Avocado,1,quality_issue,4800,yes
2024-01-12,Jugo de Pulpa,1,overprep,800,yes
2024-01-12,Mechada Avocado,1,overprep,4800,yes
2024-01-12,Clásica,1,expired,4200,no
2024-01-12,Arancini,1,overprep,3800,yes
2024-01-12,Camarón a la Vista,1,expired,5800,no
2024-01-12,Tartar de Jaiba con Locos,1,overprep,8900,yes
2024-01-12,Copa de Vino CS,1,overprep,1400,yes
2024-01-13,Jugo de Pulpa,1,expired,800,no
2024-01-13,Tartar de Jaiba con Locos,1,customer_return,8900,no
2024-01-13,Mechada Avocado,1,expired,4800,no
2024-01-13,Tabla Estación,1,damage,14500,yes
2024-01-13,Pepperoni,1,overprep,3800,yes
2024-01-13,Salmón Tando,2,expired,14400,no
2024-01-13,Cuatro Formaggi,1,overprep,4800,yes
2024-01-13,Locos en su Emulsión,1,overprep,11500,yes
2024-01-14,Clásica,1,expired,4200,no
2024-01-15,Camarón a la Vista,2,expired,11600,no
2024-01-15,Copa de Vino CS,1,overprep,1400,yes
2024-01-15,Pavlova (Papaya),2,damage,4000,yes
2024-01-15,Pepperoni,2,damage,7600,yes
2024-01-15,Pepperoni,1,overprep,3800,yes
2024-01-16,Salmón Tando,2,customer_return,14400,no
2024-01-16,Tabla Estación,1,quality_issue,14500,yes
2024-01-16,Clásica,1,customer_return,4200,no
2024-01-16,Locos en su Emulsión,1,expired,11500,no
2024-01-16,Mechada Avocado,1,customer_return,4800,no
2024-01-16,Duo del Mar,2,quality_issue,14400,yes
2024-01-16,Clásica,3,expired,12600,no
2024-01-16,Tartar de Jaiba con Locos,1,overprep,8900,yes
2024-01-16,Arancini,1,overprep,3800,yes
2024-01-16,Valenciano,2,overprep,12400,yes
2024-01-17,Tartar de Jaiba con Locos,2,expired,17800,no
2024-01-17,Arancini,2,overprep,7600,yes
2024-01-17,Pepperoni,2,damage,7600,yes
2024-01-17,Arancini,1,overprep,3800,yes
2024-01-17,Mechada Avocado,1,overprep,4800,yes
2024-01-17,Margarita,2,overprep,6400,yes
2024-01-18,Rocca Avocado,1,overprep,8500,yes
2024-01-18,Clásica,1,expired,4200,no
2024-01-18,Tabla Estación,1,damage,14500,yes
2024-01-18,Margarita,1,expired,3200,no
2024-01-18,Arancini,2,damage,7600,yes
2024-01-18,Mechada Avocado,1,overprep,4800,yes
2024-01-19,Valenciano,2,overprep,12400,yes
2024-01-19,Mechada Avocado,1,quality_issue,4800,yes
2024-01-19,Mechada Avocado,1,expired,4800,no
2024-01-19,Mechada Avocado,1,overprep,4800,yes
2024-01-19,Arancini,1,damage,3800,yes
2024-01-19,Cuatro Formaggi,1,overprep,4800,yes
2024-01-19,Tabla Estación,2,quality_issue,29000,yes
2024-01-20,Pavlova (Papaya),1,overprep,2000,yes
2024-01-20,Camarón a la Vista,1,expired,5800,no
2024-01-20,Pepperoni,2,overprep,7600,yes
2024-01-20,Jugo de Pulpa,1,damage,800,yes
2024-01-20,Camarón a la Vista,1,overprep,5800,yes
2024-01-20,Pepperoni,1,expired,3800,no
2024-01-20,Pavlova (Papaya),2,expired,4000,no
2024-01-21,Margarita,2,expired,6400,no
2024-01-21,Arancini,1,overprep,3800,yes
2024-01-21,Cuatro Formaggi,1,overprep,4800,yes
2024-01-22,Salmón Tando,1,overprep,7200,yes
2024-01-22,Valenciano,1,expired,6200,no
2024-01-22,Clásica,1,expired,4200,no
2024-01-22,Copa de Vino CS,1,damage,1400,yes
2024-01-22,Margarita,1,overprep,3200,yes
2024-01-22,Volcán de Chocolate,3,overprep,6300,yes
2024-01-23,Pepperoni,2,damage,7600,yes
2024-01-23,Cuatro Formaggi,1,damage,4800,yes
2024-01-23,Camarón a la Vista,1,overprep,5800,yes
2024-01-23,Filete Trifolatti,1,overprep,9800,yes
2024-01-23,Jugo de Pulpa,2,damage,1600,yes
2024-01-24,Clásica,1,customer_return,4200,no
2024-01-25,Duo del Mar,1,overprep,7200,yes
2024-01-25,Salmón Tando,1,overprep,7200,yes
2024-01-25,Arancini,1,overprep,3800,yes
2024-01-26,Arancini,1,overprep,3800,yes
2024-01-26,Jugo de Pulpa,1,overprep,800,yes
2024-01-26,Tartar de Jaiba con Locos,1,expired,8900,no
2024-01-26,Camarón a la Vista,1,expired,5800,no
2024-01-26,Duo del Mar,1,overprep,7200,yes
2024-01-26,Mechada Avocado,2,customer_return,9600,no
2024-01-26,Clásica,1,overprep,4200,yes
2024-01-26,Camarón a la Vista,1,expired,5800,no
2024-01-26,Tabla Estación,1,quality_issue,14500,yes
2024-01-26,Cuatro Formaggi,1,overprep,4800,yes
2024-01-26,Valenciano,1,overprep,6200,yes
2024-01-27,Cuatro Formaggi,1,damage,4800,yes
2024-01-27,Camarón a la Vista,1,expired,5800,no
2024-01-27,Volcán de Chocolate,2,overprep,4200,yes
2024-01-27,Margarita,2,overprep,6400,yes
2024-01-27,Jugo de Pulpa,1,quality_issue,800,yes
2024-01-27,Duo del Mar,1,overprep,7200,yes
2024-01-27,Clásica,1,expired,4200,no
2024-01-28,Volcán de Chocolate,1,quality_issue,2100,yes
2024-01-28,Clásica,3,overprep,12600,yes
2024-01-28,Pavlova (Papaya),2,overprep,4000,yes
2024-01-29,Clásica,1,overprep,4200,yes
2024-01-29,Duo del Mar,1,expired,7200,no
2024-01-29,Duo del Mar,1,overprep,7200,yes
2024-01-29,Pavlova (Papaya),2,overprep,4000,yes
2024-01-30,Cuatro Formaggi,3,overprep,14400,yes
2024-01-30,Pepperoni,1,overprep,3800,yes
2024-01-30,Clásica,2,overprep,8400,yes
2024-01-30,Margarita,2,damage,6400,yes
2024-01-30,Duo del Mar,1,expired,7200,no
2024-01-31,Tartar de Jaiba con Locos,1,expired,8900,no
2024-01-31,Volcán de Chocolate,1,expired,2100,no
2024-01-31,Filete Trifolatti,2,expired,19600,no
2024-01-31,Duo del Mar,1,expired,7200,no
2024-02-01,Mechada Avocado,2,overprep,9600,yes
2024-02-01,Pepperoni,1,overprep,3800,yes
2024-02-01,Margarita,1,overprep,3200,yes
2024-02-02,Cuatro Formaggi,1,overprep,4800,yes
2024-02-02,Filete Trifolatti,1,quality_issue,9800,yes
2024-02-02,Mechada Avocado,1,customer_return,4800,no
2024-02-02,Mechada Avocado,2,expired,9600,no
2024-02-02,Arancini,2,expired,7600,no
2024-02-02,Camarón a la Vista,1,customer_return,5800,no
2024-02-02,Jugo de Pulpa,2,expired,1600,no
2024-02-03,Mechada Avocado,1,expired,4800,no
2024-02-03,Tartar de Jaiba con Locos,1,quality_issue,8900,yes
2024-02-03,Volcán de Chocolate,1,overprep,2100,yes
2024-02-03,Valenciano,1,overprep,6200,yes
2024-02-03,Arancini,1,overprep,3800,yes
2024-02-04,Pepperoni,2,overprep,7600,yes
2024-02-04,Arancini,1,overprep,3800,yes
2024-02-04,Mechada Avocado,1,overprep,4800,yes
2024-02-04,Mechada Avocado,1,overprep,4800,yes
2024-02-05,Margarita,1,damage,3200,yes
2024-02-05,Mechada Avocado,1,quality_issue,4800,yes
2024-02-05,Pepperoni,3,overprep,11400,yes
2024-02-05,Valenciano,1,overprep,6200,yes
2024-02-05,Salmón Tando,1,expired,7200,no
2024-02-06,Tartar de Jaiba con Locos,1,overprep,8900,yes
2024-02-06,Locos en su Emulsión,1,expired,11500,no
2024-02-06,Pepperoni,2,overprep,7600,yes
2024-02-07,Copa de Vino CS,1,quality_issue,1400,yes
2024-02-07,Pavlova (Papaya),3,overprep,6000,yes
2024-02-07,Volcán de Chocolate,1,damage,2100,yes
2024-02-07,Margarita,1,overprep,3200,yes
2024-02-07,Mechada Avocado,2,expired,9600,no
2024-02-08,Clásica,2,overprep,8400,yes
2024-02-09,Salmón Tando,1,expired,7200,no
2024-02-09,Duo del Mar,1,expired,7200,no
