date,platform,rating,text,sentiment_label
2023-10-13,TripAdvisor,5,"Excelente atención, el garzón fue muy amable.",positive
2023-10-13,TripAdvisor,2,"No respetaron mi reserva, tuvimos que esperar de pie.",negative
2023-10-13,TripAdvisor,5,"Rápido y rico, volveremos seguro.",positive
2023-10-14,Google,4,Increíble vista al mar y la comida deliciosa.,positive
2023-10-14,Google,3,Precios un poco altos para la cantidad.,neutral
2023-10-14,Google,5,Increíble vista al mar y la comida deliciosa.,positive
2023-10-14,Google,4,Muy buen ambiente y música agradable.,positive
2023-10-14,Google,5,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-10-14,TripAdvisor,3,"La comida bien, pero demoraron un poco.",neutral
2023-10-15,Google,5,Increíble vista al mar y la comida deliciosa.,positive
2023-10-15,Google,5,"La tabla estación es gigante, perfecta para compartir.",positive
2023-10-15,TripAdvisor,4,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-10-15,TripAdvisor,4,"La tabla estación es gigante, perfecta para compartir.",positive
2023-10-15,TripAdvisor,4,"Rápido y rico, volveremos seguro.",positive
2023-10-15,Instagram,4,Increíble vista al mar y la comida deliciosa.,positive
2023-10-15,TripAdvisor,3,El lugar es lindo pero la música estaba muy fuerte.,neutral
2023-10-15,TripAdvisor,5,"Excelente atención, el garzón fue muy amable.",positive
2023-10-16,Google,5,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-10-16,TripAdvisor,5,"Excelente atención, el garzón fue muy amable.",positive
2023-10-16,Google,2,El baño estaba sucio y descuidado.,negative
2023-10-16,Google,4,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-10-17,Google,5,"Excelente atención, el garzón fue muy amable.",positive
2023-10-17,TripAdvisor,5,"La tabla estación es gigante, perfecta para compartir.",positive
2023-10-17,Google,1,El local estaba lleno y nadie nos atendía.,negative
2023-10-17,TripAdvisor,5,"Me encantó la decoración con durmientes, muy original.",positive
2023-10-18,Instagram,4,"Excelente atención, el garzón fue muy amable.",positive
2023-10-18,TripAdvisor,4,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-10-18,TripAdvisor,4,Increíble vista al mar y la comida deliciosa.,positive
2023-10-18,Instagram,5,"Excelente atención, el garzón fue muy amable.",positive
2023-10-18,TripAdvisor,2,"No respetaron mi reserva, tuvimos que esperar de pie.",negative
2023-10-18,TripAdvisor,5,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-10-19,Instagram,2,El local estaba lleno y nadie nos atendía.,negative
2023-10-19,Google,4,"Rápido y rico, volveremos seguro.",positive
2023-10-19,TripAdvisor,4,"Me encantó la decoración con durmientes, muy original.",positive
2023-10-19,Google,5,"Me encantó la decoración con durmientes, muy original.",positive
2023-10-19,TripAdvisor,5,"La tabla estación es gigante, perfecta para compartir.",positive
2023-10-19,Google,3,La pizza estaba rica pero llegó tibia.,neutral
2023-10-19,Google,3,"Bien, pero nada extraordinario.",neutral
2023-10-19,Instagram,4,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-10-19,Google,5,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-10-19,TripAdvisor,2,La comida llegó fría y el garzón fue grosero.,negative
2023-10-20,Google,2,El baño estaba sucio y descuidado.,negative
2023-10-20,TripAdvisor,5,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-10-20,Instagram,5,"Me encantó la decoración con durmientes, muy original.",positive
2023-10-21,Google,5,"Excelente atención, el garzón fue muy amable.",positive
2023-10-21,Google,4,"Me encantó la decoración con durmientes, muy original.",positive
2023-10-21,Instagram,4,"Excelente atención, el garzón fue muy amable.",positive
2023-10-21,TripAdvisor,5,"Excelente atención, el garzón fue muy amable.",positive
2023-10-22,TripAdvisor,5,"La tabla estación es gigante, perfecta para compartir.",positive
2023-10-22,Google,2,El baño estaba sucio y descuidado.,negative
2023-10-22,Instagram,4,"Rápido y rico, volveremos seguro.",positive
2023-10-22,Google,4,Increíble vista al mar y la comida deliciosa.,positive
2023-10-23,Google,4,"Rápido y rico, volveremos seguro.",positive
2023-10-23,Google,4,"La tabla estación es gigante, perfecta para compartir.",positive
2023-10-23,TripAdvisor,5,Muy buen ambiente y música agradable.,positive
2023-10-23,Google,5,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-10-24,Google,5,"Rápido y rico, volveremos seguro.",positive
2023-10-25,TripAdvisor,5,"Rápido y rico, volveremos seguro.",positive
2023-10-25,Google,4,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-10-25,Google,4,"Excelente atención, el garzón fue muy amable.",positive
2023-10-25,TripAdvisor,5,"Rápido y rico, volveremos seguro.",positive
2023-10-25,TripAdvisor,3,La pizza estaba rica pero llegó tibia.,neutral
2023-10-25,Google,1,"No respetaron mi reserva, tuvimos que esperar de pie.",negative
2023-10-26,TripAdvisor,2,"Pésima experiencia, esperamos 1 hora por una pizza.",negative
2023-10-26,Google,3,La pizza estaba rica pero llegó tibia.,neutral
2023-10-26,TripAdvisor,5,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-10-26,Google,4,"Excelente atención, el garzón fue muy amable.",positive
2023-10-26,Google,2,La comida llegó fría y el garzón fue grosero.,negative
2023-10-26,Google,1,Muy caro para lo que ofrecen.,negative
2023-10-26,Instagram,2,El local estaba lleno y nadie nos atendía.,negative
2023-10-26,TripAdvisor,5,Increíble vista al mar y la comida deliciosa.,positive
2023-10-26,Google,3,El lugar es lindo pero la música estaba muy fuerte.,neutral
2023-10-26,Instagram,1,La comida llegó fría y el garzón fue grosero.,negative
2023-10-26,Google,5,"La tabla estación es gigante, perfecta para compartir.",positive
2023-10-26,TripAdvisor,2,El local estaba lleno y nadie nos atendía.,negative
2023-10-27,Instagram,4,"Excelente atención, el garzón fue muy amable.",positive
2023-10-27,Google,2,Muy caro para lo que ofrecen.,negative
2023-10-27,TripAdvisor,4,"Rápido y rico, volveremos seguro.",positive
2023-10-27,Instagram,2,El baño estaba sucio y descuidado.,negative
2023-10-27,TripAdvisor,2,"No respetaron mi reserva, tuvimos que esperar de pie.",negative
2023-10-27,Google,4,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-10-27,Google,3,"La comida bien, pero demoraron un poco.",neutral
2023-10-27,TripAdvisor,3,El lugar es lindo pero la música estaba muy fuerte.,neutral
2023-10-27,Instagram,3,La pizza estaba rica pero llegó tibia.,neutral
2023-10-28,Google,3,"Bien, pero nada extraordinario.",neutral
2023-10-28,Google,4,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-10-28,Google,5,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-10-28,Google,2,El baño estaba sucio y descuidado.,negative
2023-10-28,Instagram,3,Precios un poco altos para la cantidad.,neutral
2023-10-29,Google,5,"Excelente atención, el garzón fue muy amable.",positive
2023-10-29,Google,4,Muy buen ambiente y música agradable.,positive
2023-10-29,Google,4,Muy buen ambiente y música agradable.,positive
2023-10-30,Instagram,5,"Rápido y rico, volveremos seguro.",positive
2023-10-30,Google,4,"Excelente atención, el garzón fue muy amable.",positive
2023-10-30,Google,4,Increíble vista al mar y la comida deliciosa.,positive
2023-10-30,Google,5,"Me encantó la decoración con durmientes, muy original.",positive
2023-10-30,Google,4,"Excelente atención, el garzón fue muy amable.",positive
2023-10-31,Google,4,Muy buen ambiente y música agradable.,positive
2023-10-31,Instagram,4,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-11-01,Instagram,3,"La comida bien, pero demoraron un poco.",neutral
2023-11-01,Google,3,La pizza estaba rica pero llegó tibia.,neutral
2023-11-01,Google,4,"Rápido y rico, volveremos seguro.",positive
2023-11-01,Instagram,4,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-11-01,TripAdvisor,5,Muy buen ambiente y música agradable.,positive
2023-11-01,Google,5,"Me encantó la decoración con durmientes, muy original.",positive
2023-11-02,Google,2,La comida llegó fría y el garzón fue grosero.,negative
2023-11-02,Google,1,El baño estaba sucio y descuidado.,negative
2023-11-02,Instagram,5,"Rápido y rico, volveremos seguro.",positive
2023-11-02,Google,4,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-11-02,Google,4,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-11-02,Google,4,"La tabla estación es gigante, perfecta para compartir.",positive
2023-11-02,Google,1,El baño estaba sucio y descuidado.,negative
2023-11-03,Google,5,"Rápido y rico, volveremos seguro.",positive
2023-11-03,TripAdvisor,4,"Rápido y rico, volveremos seguro.",positive
2023-11-03,TripAdvisor,5,Increíble vista al mar y la comida deliciosa.,positive
2023-11-03,TripAdvisor,5,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-11-03,Google,4,"La tabla estación es gigante, perfecta para compartir.",positive
2023-11-03,Google,5,"Excelente atención, el garzón fue muy amable.",positive
2023-11-04,Google,5,"Rápido y rico, volveremos seguro.",positive
2023-11-04,Google,4,"Rápido y rico, volveremos seguro.",positive
2023-11-04,Google,5,"La tabla estación es gigante, perfecta para compartir.",positive
2023-11-05,TripAdvisor,5,Increíble vista al mar y la comida deliciosa.,positive
2023-11-05,TripAdvisor,5,Muy buen ambiente y música agradable.,positive
2023-11-05,Google,5,"Me encantó la decoración con durmientes, muy original.",positive
2023-11-05,TripAdvisor,5,Increíble vista al mar y la comida deliciosa.,positive
2023-11-06,TripAdvisor,4,"Me encantó la decoración con durmientes, muy original.",positive
2023-11-06,TripAdvisor,1,El baño estaba sucio y descuidado.,negative
2023-11-06,Google,3,Precios un poco altos para la cantidad.,neutral
2023-11-06,Google,4,"La tabla estación es gigante, perfecta para compartir.",positive
2023-11-06,Google,5,"La tabla estación es gigante, perfecta para compartir.",positive
2023-11-06,Google,3,Precios un poco altos para la cantidad.,neutral
2023-11-06,Google,1,"No respetaron mi reserva, tuvimos que esperar de pie.",negative
2023-11-06,TripAdvisor,3,"Bien, pero nada extraordinario.",neutral
2023-11-06,Google,3,El lugar es lindo pero la música estaba muy fuerte.,neutral
2023-11-07,TripAdvisor,4,Increíble vista al mar y la comida deliciosa.,positive
2023-11-08,Google,5,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-11-08,TripAdvisor,3,Precios un poco altos para la cantidad.,neutral
2023-11-08,TripAdvisor,3,La pizza estaba rica pero llegó tibia.,neutral
2023-11-08,Google,4,"Excelente atención, el garzón fue muy amable.",positive
2023-11-08,Google,2,"No respetaron mi reserva, tuvimos que esperar de pie.",negative
2023-11-08,TripAdvisor,5,"Me encantó la decoración con durmientes, muy original.",positive
2023-11-09,TripAdvisor,1,El baño estaba sucio y descuidado.,negative
2023-11-09,Google,2,"No respetaron mi reserva, tuvimos que esperar de pie.",negative
2023-11-09,Google,4,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-11-09,TripAdvisor,5,"Rápido y rico, volveremos seguro.",positive
2023-11-09,Instagram,5,Muy buen ambiente y música agradable.,positive
2023-11-09,Instagram,2,"No respetaron mi reserva, tuvimos que esperar de pie.",negative
2023-11-09,Google,5,"Rápido y rico, volveremos seguro.",positive
2023-11-09,Google,3,"La comida bien, pero demoraron un poco.",neutral
2023-11-09,Google,2,La comida llegó fría y el garzón fue grosero.,negative
2023-11-09,Instagram,3,La pizza estaba rica pero llegó tibia.,neutral
2023-11-09,TripAdvisor,4,"Me encantó la decoración con durmientes, muy original.",positive
2023-11-09,TripAdvisor,3,"La comida bien, pero demoraron un poco.",neutral
2023-11-09,Google,5,"Excelente atención, el garzón fue muy amable.",positive
2023-11-09,Instagram,3,Precios un poco altos para la cantidad.,neutral
2023-11-10,TripAdvisor,2,Muy caro para lo que ofrecen.,negative
2023-11-10,TripAdvisor,3,El lugar es lindo pero la música estaba muy fuerte.,neutral
2023-11-10,Google,3,El lugar es lindo pero la música estaba muy fuerte.,neutral
2023-11-10,TripAdvisor,2,El baño estaba sucio y descuidado.,negative
2023-11-10,Google,4,"Excelente atención, el garzón fue muy amable.",positive
2023-11-10,TripAdvisor,5,"Excelente atención, el garzón fue muy amable.",positive
2023-11-10,Google,4,Muy buen ambiente y música agradable.,positive
2023-11-10,Google,4,"Me encantó la decoración con durmientes, muy original.",positive
2023-11-10,Google,4,Muy buen ambiente y música agradable.,positive
2023-11-10,TripAdvisor,2,El local estaba lleno y nadie nos atendía.,negative
2023-11-10,Google,5,"Excelente atención, el garzón fue muy amable.",positive
2023-11-11,TripAdvisor,4,"Excelente atención, el garzón fue muy amable.",positive
2023-11-11,TripAdvisor,5,Muy buen ambiente y música agradable.,positive
2023-11-12,Google,2,Muy caro para lo que ofrecen.,negative
2023-11-12,Google,5,Increíble vista al mar y la comida deliciosa.,positive
2023-11-12,Google,3,La pizza estaba rica pero llegó tibia.,neutral
2023-11-12,Google,4,"La tabla estación es gigante, perfecta para compartir.",positive
2023-11-12,Google,3,"La comida bien, pero demoraron un poco.",neutral
2023-11-12,Instagram,3,La pizza estaba rica pero llegó tibia.,neutral
2023-11-12,Google,3,"Bien, pero nada extraordinario.",neutral
2023-11-13,Google,5,"Me encantó la decoración con durmientes, muy original.",positive
2023-11-13,Google,4,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-11-13,Instagram,1,"No respetaron mi reserva, tuvimos que esperar de pie.",negative
2023-11-13,Google,4,"La tabla estación es gigante, perfecta para compartir.",positive
2023-11-13,Google,5,"Me encantó la decoración con durmientes, muy original.",positive
2023-11-13,Google,2,Muy caro para lo que ofrecen.,negative
2023-11-14,Google,5,"Me encantó la decoración con durmientes, muy original.",positive
2023-11-14,TripAdvisor,1,Muy caro para lo que ofrecen.,negative
2023-11-14,Google,4,Increíble vista al mar y la comida deliciosa.,positive
2023-11-14,Google,4,"Me encantó la decoración con durmientes, muy original.",positive
2023-11-14,Google,5,Muy buen ambiente y música agradable.,positive
2023-11-14,TripAdvisor,4,"Excelente atención, el garzón fue muy amable.",positive
2023-11-14,TripAdvisor,4,Increíble vista al mar y la comida deliciosa.,positive
2023-11-14,Google,3,"Bien, pero nada extraordinario.",neutral
2023-11-15,Google,4,"Rápido y rico, volveremos seguro.",positive
2023-11-15,TripAdvisor,5,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-11-16,Google,5,"Rápido y rico, volveremos seguro.",positive
2023-11-16,Google,4,"La tabla estación es gigante, perfecta para compartir.",positive
2023-11-16,Google,3,El lugar es lindo pero la música estaba muy fuerte.,neutral
2023-11-16,Instagram,5,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-11-16,Google,5,"Excelente atención, el garzón fue muy amable.",positive
2023-11-16,TripAdvisor,5,"Me encantó la decoración con durmientes, muy original.",positive
2023-11-16,Instagram,5,Muy buen ambiente y música agradable.,positive
2023-11-17,Google,3,"Bien, pero nada extraordinario.",neutral
2023-11-17,Instagram,1,Muy caro para lo que ofrecen.,negative
2023-11-17,Instagram,2,La comida llegó fría y el garzón fue grosero.,negative
2023-11-17,Google,1,"Pésima experiencia, esperamos 1 hora por una pizza.",negative
2023-11-17,TripAdvisor,3,"La comida bien, pero demoraron un poco.",neutral
2023-11-17,TripAdvisor,3,"La comida bien, pero demoraron un poco.",neutral
2023-11-17,Google,3,Precios un poco altos para la cantidad.,neutral
2023-11-17,Google,2,El local estaba lleno y nadie nos atendía.,negative
2023-11-18,Instagram,4,"Rápido y rico, volveremos seguro.",positive
2023-11-18,Google,4,"La tabla estación es gigante, perfecta para compartir.",positive
2023-11-18,TripAdvisor,3,Precios un poco altos para la cantidad.,neutral
2023-11-18,TripAdvisor,5,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-11-18,TripAdvisor,5,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-11-19,Instagram,5,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-11-19,Google,3,"La comida bien, pero demoraron un poco.",neutral
2023-11-19,TripAdvisor,4,"Excelente atención, el garzón fue muy amable.",positive
2023-11-20,TripAdvisor,5,Muy buen ambiente y música agradable.,positive
2023-11-20,Google,4,"Me encantó la decoración con durmientes, muy original.",positive
2023-11-20,Google,4,Increíble vista al mar y la comida deliciosa.,positive
2023-11-21,Google,5,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-11-21,Instagram,3,El lugar es lindo pero la música estaba muy fuerte.,neutral
2023-11-21,Google,4,Muy buen ambiente y música agradable.,positive
2023-11-21,TripAdvisor,1,El baño estaba sucio y descuidado.,negative
2023-11-21,Google,1,Muy caro para lo que ofrecen.,negative
2023-11-22,Google,5,"Excelente atención, el garzón fue muy amable.",positive
2023-11-22,Google,3,Precios un poco altos para la cantidad.,neutral
2023-11-22,Google,5,"Excelente atención, el garzón fue muy amable.",positive
2023-11-22,TripAdvisor,3,La pizza estaba rica pero llegó tibia.,neutral
2023-11-22,Google,4,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-11-22,Google,5,Muy buen ambiente y música agradable.,positive
2023-11-23,TripAdvisor,4,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-11-23,TripAdvisor,3,La pizza estaba rica pero llegó tibia.,neutral
2023-11-23,Google,2,La comida llegó fría y el garzón fue grosero.,negative
2023-11-23,Instagram,1,El baño estaba sucio y descuidado.,negative
2023-11-23,Google,4,Muy buen ambiente y música agradable.,positive
2023-11-23,Google,4,"La tabla estación es gigante, perfecta para compartir.",positive
2023-11-23,Instagram,1,La comida llegó fría y el garzón fue grosero.,negative
2023-11-23,Google,4,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-11-23,Google,1,"No respetaron mi reserva, tuvimos que esperar de pie.",negative
2023-11-24,Google,2,El baño estaba sucio y descuidado.,negative
2023-11-24,TripAdvisor,1,"Pésima experiencia, esperamos 1 hora por una pizza.",negative
2023-11-24,TripAdvisor,2,Muy caro para lo que ofrecen.,negative
2023-11-24,TripAdvisor,4,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-11-24,Google,3,"Bien, pero nada extraordinario.",neutral
2023-11-24,Google,4,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-11-24,Google,5,"La tabla estación es gigante, perfecta para compartir.",positive
2023-11-25,Instagram,4,"Me encantó la decoración con durmientes, muy original.",positive
2023-11-25,Instagram,5,"Rápido y rico, volveremos seguro.",positive
2023-11-25,TripAdvisor,4,"Rápido y rico, volveremos seguro.",positive
2023-11-25,Google,4,"Excelente atención, el garzón fue muy amable.",positive
2023-11-26,TripAdvisor,4,"La tabla estación es gigante, perfecta para compartir.",positive
2023-11-26,TripAdvisor,4,"Excelente atención, el garzón fue muy amable.",positive
2023-11-26,Google,2,El local estaba lleno y nadie nos atendía.,negative
2023-11-26,Instagram,5,Increíble vista al mar y la comida deliciosa.,positive
2023-11-26,Google,4,"La tabla estación es gigante, perfecta para compartir.",positive
2023-11-27,Google,5,"Excelente atención, el garzón fue muy amable.",positive
2023-11-27,TripAdvisor,3,El lugar es lindo pero la música estaba muy fuerte.,neutral
2023-11-27,Google,3,La pizza estaba rica pero llegó tibia.,neutral
2023-11-28,Instagram,5,"Rápido y rico, volveremos seguro.",positive
2023-11-28,Google,5,Muy buen ambiente y música agradable.,positive
2023-11-28,Google,5,"Excelente atención, el garzón fue muy amable.",positive
2023-11-28,Google,4,"La tabla estación es gigante, perfecta para compartir.",positive
2023-11-29,Google,3,La pizza estaba rica pero llegó tibia.,neutral
2023-11-29,Google,4,"La tabla estación es gigante, perfecta para compartir.",positive
2023-11-29,Instagram,4,"Excelente atención, el garzón fue muy amable.",positive
2023-11-29,Instagram,3,"Bien, pero nada extraordinario.",neutral
2023-11-29,Google,5,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-11-29,Google,3,Precios un poco altos para la cantidad.,neutral
2023-11-29,TripAdvisor,5,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-11-30,TripAdvisor,3,"Bien, pero nada extraordinario.",neutral
2023-11-30,Google,5,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-11-30,Google,4,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-11-30,TripAdvisor,5,"La tabla estación es gigante, perfecta para compartir.",positive
2023-11-30,Google,3,"La comida bien, pero demoraron un poco.",neutral
2023-11-30,Google,4,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-11-30,Google,5,"La tabla estación es gigante, perfecta para compartir.",positive
2023-11-30,TripAdvisor,1,El local estaba lleno y nadie nos atendía.,negative
2023-11-30,Google,3,La pizza estaba rica pero llegó tibia.,neutral
2023-12-01,Google,5,"Rápido y rico, volveremos seguro.",positive
2023-12-01,Google,5,"Rápido y rico, volveremos seguro.",positive
2023-12-01,Google,4,Increíble vista al mar y la comida deliciosa.,positive
2023-12-01,Google,2,Muy caro para lo que ofrecen.,negative
2023-12-01,TripAdvisor,3,Precios un poco altos para la cantidad.,neutral
2023-12-01,Google,1,La comida llegó fría y el garzón fue grosero.,negative
2023-12-01,Google,4,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-12-02,Google,5,"Me encantó la decoración con durmientes, muy original.",positive
2023-12-02,Google,3,"Bien, pero nada extraordinario.",neutral
2023-12-02,Google,5,"Excelente atención, el garzón fue muy amable.",positive
2023-12-03,Google,3,El lugar es lindo pero la música estaba muy fuerte.,neutral
2023-12-03,Instagram,5,Muy buen ambiente y música agradable.,positive
2023-12-03,TripAdvisor,5,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-12-03,Instagram,3,El lugar es lindo pero la música estaba muy fuerte.,neutral
2023-12-04,TripAdvisor,4,Increíble vista al mar y la comida deliciosa.,positive
2023-12-04,Google,3,"Bien, pero nada extraordinario.",neutral
2023-12-04,Instagram,5,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-12-04,Google,4,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-12-05,Google,4,Muy buen ambiente y música agradable.,positive
2023-12-05,Google,4,"Me encantó la decoración con durmientes, muy original.",positive
2023-12-05,Google,5,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-12-05,Google,5,Increíble vista al mar y la comida deliciosa.,positive
2023-12-05,TripAdvisor,4,Increíble vista al mar y la comida deliciosa.,positive
2023-12-05,Google,4,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-12-05,Instagram,5,Muy buen ambiente y música agradable.,positive
2023-12-05,TripAdvisor,3,"La comida bien, pero demoraron un poco.",neutral
2023-12-06,Google,1,"No respetaron mi reserva, tuvimos que esperar de pie.",negative
2023-12-06,Google,4,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-12-06,Google,5,Muy buen ambiente y música agradable.,positive
2023-12-06,TripAdvisor,4,"Excelente atención, el garzón fue muy amable.",positive
2023-12-06,Google,4,"Me encantó la decoración con durmientes, muy original.",positive
2023-12-06,Google,4,Muy buen ambiente y música agradable.,positive
2023-12-07,Instagram,4,"Excelente atención, el garzón fue muy amable.",positive
2023-12-07,Google,4,"Excelente atención, el garzón fue muy amable.",positive
2023-12-07,Google,2,El baño estaba sucio y descuidado.,negative
2023-12-08,TripAdvisor,3,"La comida bien, pero demoraron un poco.",neutral
2023-12-08,Google,3,"Bien, pero nada extraordinario.",neutral
2023-12-08,Instagram,3,El lugar es lindo pero la música estaba muy fuerte.,neutral
2023-12-08,Google,5,Increíble vista al mar y la comida deliciosa.,positive
2023-12-08,TripAdvisor,1,Muy caro para lo que ofrecen.,negative
2023-12-09,Google,2,La comida llegó fría y el garzón fue grosero.,negative
2023-12-09,Google,2,El baño estaba sucio y descuidado.,negative
2023-12-09,Google,4,"Excelente atención, el garzón fue muy amable.",positive
2023-12-09,Google,5,"La tabla estación es gigante, perfecta para compartir.",positive
2023-12-10,TripAdvisor,5,Muy buen ambiente y música agradable.,positive
2023-12-10,TripAdvisor,5,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-12-10,TripAdvisor,2,La comida llegó fría y el garzón fue grosero.,negative
2023-12-11,TripAdvisor,4,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-12-11,Google,5,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-12-11,TripAdvisor,5,"La tabla estación es gigante, perfecta para compartir.",positive
2023-12-11,Google,3,El lugar es lindo pero la música estaba muy fuerte.,neutral
2023-12-12,Instagram,5,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-12-12,Google,5,Un lugar perfecto para ver el atardecer con un pisco sour.,positive
2023-12-12,Google,5,Muy buen ambiente y música agradable.,positive
2023-12-12,Google,5,"Rápido y rico, volveremos seguro.",positive
2023-12-14,Google,5,"La tabla estación es gigante, perfecta para compartir.",positive
2023-12-14,TripAdvisor,5,"Excelente atención, el garzón fue muy amable.",positive
2023-12-14,Google,5,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-12-14,TripAdvisor,3,"Bien, pero nada extraordinario.",neutral
2023-12-14,Google,4,"Las mejores pizzas de La Serena, masa muy crujiente.",positive
2023-12-15,TripAdvisor,5,"La tabla estación es gigante, perfecta para compartir.",positive
2023-12-15,Instagram,2,El local estaba lleno y nadie nos atendía.,negative
2023-12-15,Google,5,"Rápido y rico, volveremos seguro.",positive
2023-12-15,Google,1,"No respetaron mi reserva, tuvimos que esperar de pie.",negative
2023-12-15,Google,5,Muy buen ambiente y música agradable.,positive
2023-12-15,TripAdvisor,2,"Pésima experiencia, esperamos 1 hora por una pizza.",negative
2023-12-15,Google,3,"Bien, pero nada extraordinario.",neutral
2023-12-15,Google,5,"Excelente atención, el garzón fue muy amable.",positive
2023-12-15,TripAdvisor,1,La comida llegó fría y el garzón fue grosero.,negative
2023-12-15,Google,5,Increíble vista al mar y la comida deliciosa.,positive
2023-12-16,Google,1,"Pésima experiencia, esperamos 1 hora por una pizza.",negative
2023-12-16,TripAdvisor,5,"Excelente atención, el garzón fue muy amable.",positive
2023-12-16,Google,2,La comida llegó fría y el garzón fue grosero.,negative
2023-12-16,Google,1,La comida llegó fría y el garzón fue grosero.,negative
2023-12-16,TripAdvisor,1,El local estaba lleno y nadie nos atendía.,negative
2023-12-16,Google,1,El local estaba lleno y nadie nos atendía.,negative
2023-12-16,Google,5,"Rápido y rico, volveremos seguro.",positive
2023-12-16,Google,4,"Excelente atención, el garzón fue muy amable.",positive
2023-12-16,Google,5,Muy buen ambiente y música agradable.,positive
2023-12-16,TripAdvisor,2,El baño estaba sucio y descuidado.,negative
2023-12-16,Instagram,5,"Rápido y rico, volveremos seguro.",positive
2023-12-16,Google,2,La comida llegó fría y el garzón fue grosero.,negative
2023-12-16,Google,3,Precios un poco altos para la cantidad.,neutral
2023-12-16,Instagram,2,El baño estaba sucio y descuidado.,negative
2023-12-16,Google,5,"Me encantó la decoración con durmientes, muy original.",positive
2023-12-16,Google,1,El local estaba lleno y nadie nos atendía.,negative
2023-12-17,TripAdvisor,5,"Excelente atención, el garzón fue muy amable.",positive
2023-12-17,Google,4,Muy buen ambiente y música agradable.,positive
2023-12-17,TripAdvisor,5,Increíble vista al mar y la comida deliciosa.,positive
2023-12-17,Google,3,Precios un poco altos para la cantidad.,neutral
2023-12-18,Google,1,"No respetaron mi reserva, tuvimos que esperar de pie.",negative
2023-12-18,Google,4,"Me encantó la decoración con durmientes, muy original.",positive
2023-12-18,Google,5,"Me encantó la decoración con durmientes, muy original.",positive
2023-12-18,TripAdvisor,5,Increíble vista al mar y la comida deliciosa.,positive
2023-12-18,TripAdvisor,5,Muy buen ambiente y música agradable.,positive
2023-12-18,TripAdvisor,5,"Excelente atención, el garzón fue muy amable.",positive
2023-12-18,Google,4,Increíble vista al mar y la comida deliciosa.,positive
2023-12-18,Instagram,3,El lugar es lindo pero la música estaba muy fuerte.,neutral
2023-12-18,TripAdvisor,1,"No respetaron mi reserva, tuvimos que esperar de pie.",negative
