order_id,order_date,order_time,item_name,item_type,item_price,quantity
ORD-20230403-197,2023-04-03,20:34:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20241025-816,2024-10-25,19:47:00,Duo del Mar,Frío y Frescos,17900,2
ORD-20231007-528,2023-10-07,23:34:00,Arancini,Entradas,11900,2
ORD-20240810-704,2024-08-10,23:23:00,Clásica,Burgers,11900,1
ORD-20250210-865,2025-02-10,17:22:00,Locos en su Emulsión,Entradas,25900,2
ORD-20230117-541,2023-01-17,23:17:00,Arancini,Entradas,11900,1
ORD-20230903-823,2023-09-03,19:48:00,Tartar de Jaiba con Locos,Frío y Frescos,19900,1
ORD-20240323-768,2024-03-23,20:03:00,Locos en su Emulsión,Entradas,25900,1
ORD-20230628-568,2023-06-28,21:55:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20241004-451,2024-10-04,21:58:00,Jugo de Pulpa,Bebidas,3000,3
ORD-20251206-349,2025-12-06,23:58:00,Clásica,Burgers,11900,1
ORD-20241202-697,2024-12-02,19:02:00,Camarón a la Vista,Entradas,14900,1
ORD-20241129-321,2024-11-29,21:59:00,Arancini,Entradas,11900,1
ORD-20240727-798,2024-07-27,21:25:00,Camarón a la Vista,Entradas,14900,1
ORD-20240404-711,2024-04-04,20:30:00,Pepperoni,Pizzas,10900,1
ORD-20241129-530,2024-11-29,22:59:00,Pepperoni,Pizzas,10900,1
ORD-20241219-444,2024-12-19,18:20:00,Camarón a la Vista,Entradas,14900,1
ORD-20250504-202,2025-05-04,21:07:00,Tabla Estación,Tablas,38000,3
ORD-20240401-188,2024-04-01,19:19:00,Jugo de Pulpa,Bebidas,3000,1
ORD-20241124-229,2024-11-24,18:08:00,Pavlova (Papaya),Postres,5600,1
ORD-20240112-960,2024-01-12,16:17:00,Cuatro Formaggi,Pizzas,14200,3
ORD-20250905-530,2025-09-05,22:48:00,Jugo de Pulpa,Bebidas,3000,1
ORD-20251128-384,2025-11-28,23:06:00,Jugo de Pulpa,Bebidas,3000,1
ORD-20230917-514,2023-09-17,19:25:00,Margarita,Pizzas,8900,1
ORD-20250119-911,2025-01-19,18:33:00,Salmón Tando,Principales,18900,4
ORD-20240219-375,2024-02-19,18:32:00,Volcán de Chocolate,Postres,5600,3
ORD-20250409-839,2025-04-09,18:22:00,Pavlova (Papaya),Postres,5600,1
ORD-20240731-740,2024-07-31,21:22:00,Jugo de Pulpa,Bebidas,3000,1
ORD-20250721-419,2025-07-21,20:00:00,Mechada Avocado,Burgers,12900,1
ORD-20230622-125,2023-06-22,23:05:00,Clásica,Burgers,11900,1
ORD-20240809-726,2024-08-09,18:42:00,Tartar de Jaiba con Locos,Frío y Frescos,19900,1
ORD-20230804-249,2023-08-04,22:01:00,Volcán de Chocolate,Postres,5600,2
ORD-20230421-707,2023-04-21,20:15:00,Tartar de Jaiba con Locos,Frío y Frescos,19900,1
ORD-20250127-642,2025-01-27,19:28:00,Cuatro Formaggi,Pizzas,14200,4
ORD-20231127-569,2023-11-27,23:00:00,Valenciano,Principales,16900,1
ORD-20250516-278,2025-05-16,17:28:00,Margarita,Pizzas,8900,3
ORD-20230418-396,2023-04-18,16:53:00,Pepperoni,Pizzas,10900,2
ORD-20241002-474,2024-10-02,18:25:00,Copa de Vino CS,Vinos,3900,2
ORD-20240326-763,2024-03-26,21:53:00,Margarita,Pizzas,8900,1
ORD-20240619-491,2024-06-19,21:44:00,Clásica,Burgers,11900,1
ORD-20241209-794,2024-12-09,17:40:00,Locos en su Emulsión,Entradas,25900,2
ORD-20250701-572,2025-07-01,17:38:00,Arancini,Entradas,11900,2
ORD-20250314-139,2025-03-14,18:22:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20251127-350,2025-11-27,18:38:00,Valenciano,Principales,16900,1
ORD-20230315-627,2023-03-15,23:55:00,Tartar de Jaiba con Locos,Frío y Frescos,19900,1
ORD-20240910-629,2024-09-10,23:12:00,Cuatro Formaggi,Pizzas,14200,2
ORD-20250815-101,2025-08-15,19:08:00,Pepperoni,Pizzas,10900,1
ORD-20230113-806,2023-01-13,20:04:00,Pavlova (Papaya),Postres,5600,1
ORD-20230723-593,2023-07-23,19:58:00,Cuatro Formaggi,Pizzas,14200,3
ORD-20250805-959,2025-08-05,23:55:00,Margarita,Pizzas,8900,3
ORD-20240312-313,2024-03-12,21:26:00,Mechada Avocado,Burgers,12900,1
ORD-20240502-929,2024-05-02,21:12:00,Locos en su Emulsión,Entradas,25900,1
ORD-20240520-826,2024-05-20,16:31:00,Copa de Vino CS,Vinos,3900,1
ORD-20240605-936,2024-06-05,18:48:00,Margarita,Pizzas,8900,1
ORD-20251121-415,2025-11-21,18:11:00,Filete Trifolatti,Principales,23900,1
ORD-20250315-965,2025-03-15,23:52:00,Filete Trifolatti,Principales,23900,4
ORD-20230111-933,2023-01-11,18:33:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20230929-101,2023-09-29,21:45:00,Filete Trifolatti,Principales,23900,3
ORD-20241011-709,2024-10-11,21:42:00,Clásica,Burgers,11900,1
ORD-20240109-694,2024-01-09,20:15:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20240624-538,2024-06-24,21:20:00,Pepperoni,Pizzas,10900,1
ORD-20230116-321,2023-01-16,23:58:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20240410-810,2024-04-10,21:52:00,Rocca Avocado,Principales,25900,4
ORD-20250310-257,2025-03-10,17:30:00,Tabla Estación,Tablas,38000,1
ORD-20231205-423,2023-12-05,17:31:00,Rocca Avocado,Principales,25900,2
ORD-20230515-235,2023-05-15,21:34:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20240522-961,2024-05-22,21:28:00,Clásica,Burgers,11900,1
ORD-20230908-227,2023-09-08,19:18:00,Pepperoni,Pizzas,10900,1
ORD-20241223-389,2024-12-23,16:08:00,Pavlova (Papaya),Postres,5600,2
ORD-20231210-658,2023-12-10,20:40:00,Salmón Tando,Principales,18900,1
ORD-20230713-346,2023-07-13,19:59:00,Pepperoni,Pizzas,10900,2
ORD-20240816-293,2024-08-16,20:04:00,Valenciano,Principales,16900,1
ORD-20240908-481,2024-09-08,18:11:00,Camarón a la Vista,Entradas,14900,1
ORD-20231223-472,2023-12-23,19:32:00,Rocca Avocado,Principales,25900,4
ORD-20231225-938,2023-12-25,18:21:00,Margarita,Pizzas,8900,1
ORD-20240112-617,2024-01-12,23:20:00,Mechada Avocado,Burgers,12900,1
ORD-20240427-315,2024-04-27,19:48:00,Tabla Estación,Tablas,38000,2
ORD-20240917-376,2024-09-17,19:35:00,Clásica,Burgers,11900,1
ORD-20251016-833,2025-10-16,18:43:00,Pepperoni,Pizzas,10900,1
ORD-20250701-242,2025-07-01,22:44:00,Clásica,Burgers,11900,4
ORD-20250310-312,2025-03-10,20:25:00,Valenciano,Principales,16900,4
ORD-20230403-785,2023-04-03,23:06:00,Pepperoni,Pizzas,10900,4
ORD-20241112-368,2024-11-12,21:36:00,Pavlova (Papaya),Postres,5600,2
ORD-20250426-645,2025-04-26,20:40:00,Pepperoni,Pizzas,10900,2
ORD-20250709-581,2025-07-09,20:36:00,Jugo de Pulpa,Bebidas,3000,2
ORD-20230217-893,2023-02-17,23:25:00,Pavlova (Papaya),Postres,5600,4
ORD-20250730-413,2025-07-30,19:41:00,Mechada Avocado,Burgers,12900,1
ORD-20250416-851,2025-04-16,19:38:00,Tabla Estación,Tablas,38000,1
ORD-20250922-616,2025-09-22,18:32:00,Pavlova (Papaya),Postres,5600,2
ORD-20250703-483,2025-07-03,18:23:00,Margarita,Pizzas,8900,1
ORD-20251217-337,2025-12-17,20:33:00,Pepperoni,Pizzas,10900,1
ORD-20250414-337,2025-04-14,23:06:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20230123-840,2023-01-23,19:42:00,Jugo de Pulpa,Bebidas,3000,2
ORD-20250321-525,2025-03-21,19:16:00,Margarita,Pizzas,8900,2
ORD-20230914-591,2023-09-14,21:00:00,Pavlova (Papaya),Postres,5600,1
ORD-20240701-180,2024-07-01,20:58:00,Camarón a la Vista,Entradas,14900,3
ORD-20240730-484,2024-07-30,15:02:00,Valenciano,Principales,16900,1
ORD-20230116-909,2023-01-16,18:56:00,Mechada Avocado,Burgers,12900,1
ORD-20231123-887,2023-11-23,23:55:00,Locos en su Emulsión,Entradas,25900,1
ORD-20230110-907,2023-01-10,18:02:00,Pavlova (Papaya),Postres,5600,1
ORD-20240529-478,2024-05-29,22:41:00,Tartar de Jaiba con Locos,Frío y Frescos,19900,3
ORD-20251031-148,2025-10-31,17:02:00,Rocca Avocado,Principales,25900,1
ORD-20250207-231,2025-02-07,19:29:00,Tabla Estación,Tablas,38000,2
ORD-20240328-971,2024-03-28,21:25:00,Tabla Estación,Tablas,38000,1
ORD-20230907-810,2023-09-07,21:09:00,Volcán de Chocolate,Postres,5600,3
ORD-20231210-443,2023-12-10,18:09:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20230809-965,2023-08-09,21:34:00,Pavlova (Papaya),Postres,5600,1
ORD-20240521-411,2024-05-21,18:33:00,Filete Trifolatti,Principales,23900,2
ORD-20230709-261,2023-07-09,17:22:00,Rocca Avocado,Principales,25900,1
ORD-20251114-807,2025-11-14,21:04:00,Clásica,Burgers,11900,1
ORD-20231230-617,2023-12-30,18:09:00,Clásica,Burgers,11900,1
ORD-20230119-460,2023-01-19,21:57:00,Margarita,Pizzas,8900,1
ORD-20250414-499,2025-04-14,17:49:00,Copa de Vino CS,Vinos,3900,1
ORD-20241224-114,2024-12-24,22:08:00,Jugo de Pulpa,Bebidas,3000,1
ORD-20241128-909,2024-11-28,19:31:00,Tabla Estación,Tablas,38000,1
ORD-20251218-454,2025-12-18,20:49:00,Arancini,Entradas,11900,2
ORD-20251109-544,2025-11-09,19:09:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20240214-157,2024-02-14,17:04:00,Locos en su Emulsión,Entradas,25900,1
ORD-20240507-965,2024-05-07,23:23:00,Tabla Estación,Tablas,38000,2
ORD-20231228-914,2023-12-28,22:29:00,Jugo de Pulpa,Bebidas,3000,2
ORD-20240316-745,2024-03-16,23:26:00,Pepperoni,Pizzas,10900,1
ORD-20231221-382,2023-12-21,19:58:00,Copa de Vino CS,Vinos,3900,1
ORD-20250125-237,2025-01-25,23:52:00,Mechada Avocado,Burgers,12900,1
ORD-20250421-257,2025-04-21,19:09:00,Pepperoni,Pizzas,10900,2
ORD-20230326-794,2023-03-26,20:14:00,Duo del Mar,Frío y Frescos,17900,2
ORD-20231201-853,2023-12-01,19:01:00,Jugo de Pulpa,Bebidas,3000,2
ORD-20250722-140,2025-07-22,15:22:00,Tabla Estación,Tablas,38000,1
ORD-20240730-771,2024-07-30,21:47:00,Locos en su Emulsión,Entradas,25900,1
ORD-20250318-275,2025-03-18,19:02:00,Volcán de Chocolate,Postres,5600,1
ORD-20250325-812,2025-03-25,20:10:00,Clásica,Burgers,11900,1
ORD-20250724-710,2025-07-24,18:07:00,Tabla Estación,Tablas,38000,1
ORD-20240529-745,2024-05-29,19:08:00,Duo del Mar,Frío y Frescos,17900,2
ORD-20230401-507,2023-04-01,21:42:00,Margarita,Pizzas,8900,1
ORD-20231219-561,2023-12-19,17:56:00,Tartar de Jaiba con Locos,Frío y Frescos,19900,1
ORD-20240612-424,2024-06-12,15:53:00,Filete Trifolatti,Principales,23900,1
ORD-20240717-568,2024-07-17,23:22:00,Copa de Vino CS,Vinos,3900,4
ORD-20250922-219,2025-09-22,20:59:00,Arancini,Entradas,11900,1
ORD-20250526-223,2025-05-26,16:43:00,Clásica,Burgers,11900,1
ORD-20230627-419,2023-06-27,19:09:00,Copa de Vino CS,Vinos,3900,1
ORD-20230202-946,2023-02-02,15:04:00,Tartar de Jaiba con Locos,Frío y Frescos,19900,1
ORD-20240402-272,2024-04-02,23:06:00,Pepperoni,Pizzas,10900,1
ORD-20230513-549,2023-05-13,22:51:00,Jugo de Pulpa,Bebidas,3000,1
ORD-20241012-504,2024-10-12,19:57:00,Margarita,Pizzas,8900,1
ORD-20250309-111,2025-03-09,17:40:00,Clásica,Burgers,11900,1
ORD-20240302-466,2024-03-02,16:03:00,Camarón a la Vista,Entradas,14900,2
ORD-20250109-306,2025-01-09,19:44:00,Tabla Estación,Tablas,38000,1
ORD-20240830-179,2024-08-30,21:28:00,Rocca Avocado,Principales,25900,1
ORD-20251218-193,2025-12-18,17:28:00,Salmón Tando,Principales,18900,2
ORD-20240407-242,2024-04-07,16:11:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20250622-528,2025-06-22,19:26:00,Locos en su Emulsión,Entradas,25900,1
ORD-20240625-180,2024-06-25,19:51:00,Rocca Avocado,Principales,25900,1
ORD-20250530-801,2025-05-30,18:09:00,Volcán de Chocolate,Postres,5600,1
ORD-20240321-396,2024-03-21,21:41:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20250820-108,2025-08-20,20:28:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20231122-727,2023-11-22,14:01:00,Rocca Avocado,Principales,25900,1
ORD-20251020-287,2025-10-20,20:15:00,Salmón Tando,Principales,18900,1
ORD-20230630-739,2023-06-30,20:08:00,Tartar de Jaiba con Locos,Frío y Frescos,19900,1
ORD-20241212-507,2024-12-12,19:16:00,Volcán de Chocolate,Postres,5600,1
ORD-20240404-285,2024-04-04,20:40:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20251207-562,2025-12-07,17:52:00,Tartar de Jaiba con Locos,Frío y Frescos,19900,1
ORD-20240919-745,2024-09-19,15:38:00,Tabla Estación,Tablas,38000,1
ORD-20240218-669,2024-02-18,23:00:00,Mechada Avocado,Burgers,12900,1
ORD-20240403-234,2024-04-03,16:48:00,Mechada Avocado,Burgers,12900,2
ORD-20230309-374,2023-03-09,19:41:00,Margarita,Pizzas,8900,1
ORD-20230210-521,2023-02-10,21:46:00,Copa de Vino CS,Vinos,3900,1
ORD-20240212-185,2024-02-12,23:16:00,Margarita,Pizzas,8900,2
ORD-20230123-625,2023-01-23,23:55:00,Camarón a la Vista,Entradas,14900,1
ORD-20241116-727,2024-11-16,20:54:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20240925-520,2024-09-25,21:26:00,Mechada Avocado,Burgers,12900,2
ORD-20230204-216,2023-02-04,16:21:00,Margarita,Pizzas,8900,1
ORD-20230722-140,2023-07-22,22:58:00,Tartar de Jaiba con Locos,Frío y Frescos,19900,3
ORD-20230919-641,2023-09-19,20:41:00,Cuatro Formaggi,Pizzas,14200,3
ORD-20250604-472,2025-06-04,21:29:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20250311-301,2025-03-11,19:18:00,Clásica,Burgers,11900,1
ORD-20240404-704,2024-04-04,21:58:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20231030-275,2023-10-30,16:48:00,Volcán de Chocolate,Postres,5600,3
ORD-20240818-394,2024-08-18,16:06:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20240918-745,2024-09-18,20:50:00,Tartar de Jaiba con Locos,Frío y Frescos,19900,1
ORD-20250727-328,2025-07-27,18:57:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20250203-445,2025-02-03,16:30:00,Mechada Avocado,Burgers,12900,1
ORD-20240123-629,2024-01-23,22:01:00,Filete Trifolatti,Principales,23900,2
ORD-20230222-203,2023-02-22,21:01:00,Locos en su Emulsión,Entradas,25900,1
ORD-20251016-660,2025-10-16,20:35:00,Rocca Avocado,Principales,25900,1
ORD-20240501-255,2024-05-01,22:41:00,Cuatro Formaggi,Pizzas,14200,2
ORD-20240219-944,2024-02-19,20:42:00,Salmón Tando,Principales,18900,4
ORD-20240423-660,2024-04-23,22:49:00,Arancini,Entradas,11900,4
ORD-20240908-962,2024-09-08,14:03:00,Copa de Vino CS,Vinos,3900,1
ORD-20250201-914,2025-02-01,20:58:00,Pepperoni,Pizzas,10900,2
ORD-20250311-463,2025-03-11,18:37:00,Valenciano,Principales,16900,1
ORD-20240618-972,2024-06-18,15:54:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20250118-173,2025-01-18,19:35:00,Camarón a la Vista,Entradas,14900,1
ORD-20231002-159,2023-10-02,17:35:00,Filete Trifolatti,Principales,23900,1
ORD-20251116-748,2025-11-16,19:51:00,Clásica,Burgers,11900,2
ORD-20230303-800,2023-03-03,18:42:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20230318-933,2023-03-18,21:57:00,Salmón Tando,Principales,18900,1
ORD-20240211-444,2024-02-11,23:01:00,Tabla Estación,Tablas,38000,1
ORD-20240507-832,2024-05-07,21:10:00,Locos en su Emulsión,Entradas,25900,1
ORD-20230127-714,2023-01-27,18:35:00,Salmón Tando,Principales,18900,2
ORD-20230104-522,2023-01-04,17:09:00,Filete Trifolatti,Principales,23900,2
ORD-20250122-773,2025-01-22,18:13:00,Jugo de Pulpa,Bebidas,3000,1
ORD-20230817-941,2023-08-17,19:09:00,Pavlova (Papaya),Postres,5600,1
ORD-20230930-880,2023-09-30,22:55:00,Pepperoni,Pizzas,10900,1
ORD-20240528-353,2024-05-28,20:55:00,Filete Trifolatti,Principales,23900,1
ORD-20241114-440,2024-11-14,17:32:00,Arancini,Entradas,11900,1
ORD-20251026-719,2025-10-26,20:59:00,Margarita,Pizzas,8900,1
ORD-20231022-779,2023-10-22,15:57:00,Tabla Estación,Tablas,38000,1
ORD-20241215-300,2024-12-15,17:16:00,Margarita,Pizzas,8900,1
ORD-20230418-580,2023-04-18,19:18:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20250520-696,2025-05-20,20:00:00,Locos en su Emulsión,Entradas,25900,1
ORD-20250720-598,2025-07-20,18:54:00,Mechada Avocado,Burgers,12900,2
ORD-20250221-113,2025-02-21,17:42:00,Tabla Estación,Tablas,38000,1
ORD-20251009-629,2025-10-09,21:20:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20230604-733,2023-06-04,23:03:00,Jugo de Pulpa,Bebidas,3000,2
ORD-20250507-954,2025-05-07,19:59:00,Camarón a la Vista,Entradas,14900,1
ORD-20251220-816,2025-12-20,23:23:00,Margarita,Pizzas,8900,1
ORD-20240206-331,2024-02-06,17:37:00,Pepperoni,Pizzas,10900,2
ORD-20240415-812,2024-04-15,23:52:00,Margarita,Pizzas,8900,1
ORD-20231030-212,2023-10-30,17:34:00,Camarón a la Vista,Entradas,14900,1
ORD-20250114-288,2025-01-14,19:42:00,Clásica,Burgers,11900,1
ORD-20240912-136,2024-09-12,17:31:00,Salmón Tando,Principales,18900,1
ORD-20250929-535,2025-09-29,20:26:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20240523-885,2024-05-23,18:31:00,Margarita,Pizzas,8900,1
ORD-20241024-166,2024-10-24,20:28:00,Salmón Tando,Principales,18900,1
ORD-20240219-576,2024-02-19,20:26:00,Mechada Avocado,Burgers,12900,1
ORD-20251019-717,2025-10-19,17:46:00,Arancini,Entradas,11900,1
ORD-20230413-461,2023-04-13,20:33:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20241017-450,2024-10-17,17:15:00,Duo del Mar,Frío y Frescos,17900,2
ORD-20250207-972,2025-02-07,20:19:00,Valenciano,Principales,16900,1
ORD-20250115-167,2025-01-15,18:22:00,Tartar de Jaiba con Locos,Frío y Frescos,19900,1
ORD-20230307-403,2023-03-07,21:15:00,Pepperoni,Pizzas,10900,1
ORD-20250430-742,2025-04-30,22:08:00,Volcán de Chocolate,Postres,5600,1
ORD-20230308-524,2023-03-08,22:11:00,Volcán de Chocolate,Postres,5600,2
ORD-20230508-373,2023-05-08,21:29:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20240804-401,2024-08-04,20:41:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20230716-488,2023-07-16,21:58:00,Jugo de Pulpa,Bebidas,3000,2
ORD-20230721-495,2023-07-21,16:57:00,Pavlova (Papaya),Postres,5600,1
ORD-20241122-349,2024-11-22,21:03:00,Salmón Tando,Principales,18900,2
ORD-20251010-255,2025-10-10,20:49:00,Pavlova (Papaya),Postres,5600,1
ORD-20230323-642,2023-03-23,18:48:00,Tartar de Jaiba con Locos,Frío y Frescos,19900,1
ORD-20250406-525,2025-04-06,19:31:00,Margarita,Pizzas,8900,1
ORD-20250226-401,2025-02-26,21:10:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20240118-569,2024-01-18,17:42:00,Pepperoni,Pizzas,10900,3
ORD-20250719-489,2025-07-19,17:13:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20230511-977,2023-05-11,16:55:00,Arancini,Entradas,11900,1
ORD-20250908-392,2025-09-08,19:51:00,Jugo de Pulpa,Bebidas,3000,1
ORD-20230826-662,2023-08-26,19:52:00,Rocca Avocado,Principales,25900,1
ORD-20240117-728,2024-01-17,19:09:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20240328-410,2024-03-28,19:51:00,Jugo de Pulpa,Bebidas,3000,1
ORD-20250501-127,2025-05-01,21:36:00,Arancini,Entradas,11900,3
ORD-20230601-812,2023-06-01,19:35:00,Margarita,Pizzas,8900,2
ORD-20240719-553,2024-07-19,21:56:00,Clásica,Burgers,11900,1
ORD-20250305-208,2025-03-05,21:35:00,Locos en su Emulsión,Entradas,25900,1
ORD-20231221-192,2023-12-21,18:25:00,Filete Trifolatti,Principales,23900,1
ORD-20240903-419,2024-09-03,22:43:00,Rocca Avocado,Principales,25900,1
ORD-20250126-954,2025-01-26,17:09:00,Jugo de Pulpa,Bebidas,3000,2
ORD-20250126-895,2025-01-26,18:06:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20230907-587,2023-09-07,15:16:00,Volcán de Chocolate,Postres,5600,1
ORD-20251201-687,2025-12-01,20:56:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20240715-880,2024-07-15,20:04:00,Mechada Avocado,Burgers,12900,1
ORD-20230903-165,2023-09-03,18:32:00,Clásica,Burgers,11900,1
ORD-20231210-106,2023-12-10,21:17:00,Margarita,Pizzas,8900,1
ORD-20250113-327,2025-01-13,17:40:00,Pepperoni,Pizzas,10900,1
ORD-20250723-717,2025-07-23,18:06:00,Locos en su Emulsión,Entradas,25900,1
ORD-20230528-888,2023-05-28,17:14:00,Salmón Tando,Principales,18900,1
ORD-20250402-289,2025-04-02,17:40:00,Mechada Avocado,Burgers,12900,1
ORD-20251208-138,2025-12-08,21:54:00,Margarita,Pizzas,8900,1
ORD-20230308-358,2023-03-08,18:30:00,Mechada Avocado,Burgers,12900,1
ORD-20240903-173,2024-09-03,18:55:00,Tabla Estación,Tablas,38000,1
ORD-20250922-582,2025-09-22,18:55:00,Copa de Vino CS,Vinos,3900,2
ORD-20231007-314,2023-10-07,20:16:00,Pepperoni,Pizzas,10900,2
ORD-20251004-956,2025-10-04,21:06:00,Pepperoni,Pizzas,10900,1
ORD-20251024-185,2025-10-24,19:24:00,Pavlova (Papaya),Postres,5600,2
ORD-20240222-226,2024-02-22,19:01:00,Salmón Tando,Principales,18900,2
ORD-20241121-395,2024-11-21,21:42:00,Volcán de Chocolate,Postres,5600,1
ORD-20250815-786,2025-08-15,19:34:00,Pepperoni,Pizzas,10900,3
ORD-20250919-295,2025-09-19,19:46:00,Locos en su Emulsión,Entradas,25900,2
ORD-20251006-628,2025-10-06,19:33:00,Arancini,Entradas,11900,1
ORD-20251121-349,2025-11-21,15:02:00,Copa de Vino CS,Vinos,3900,1
ORD-20250527-925,2025-05-27,20:39:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20250906-822,2025-09-06,22:57:00,Rocca Avocado,Principales,25900,4
ORD-20250521-142,2025-05-21,21:12:00,Duo del Mar,Frío y Frescos,17900,2
ORD-20251116-839,2025-11-16,21:23:00,Filete Trifolatti,Principales,23900,1
ORD-20250126-556,2025-01-26,20:10:00,Pepperoni,Pizzas,10900,2
ORD-20240224-728,2024-02-24,16:57:00,Tabla Estación,Tablas,38000,4
ORD-20240707-195,2024-07-07,19:49:00,Valenciano,Principales,16900,2
ORD-20230724-574,2023-07-24,17:10:00,Rocca Avocado,Principales,25900,1
ORD-20231031-948,2023-10-31,23:40:00,Rocca Avocado,Principales,25900,1
ORD-20251219-736,2025-12-19,15:32:00,Margarita,Pizzas,8900,4
ORD-20231206-222,2023-12-06,19:20:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20230403-502,2023-04-03,22:07:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20241024-297,2024-10-24,19:50:00,Duo del Mar,Frío y Frescos,17900,2
ORD-20230814-318,2023-08-14,18:11:00,Pavlova (Papaya),Postres,5600,1
ORD-20230718-365,2023-07-18,16:37:00,Arancini,Entradas,11900,1
ORD-20240830-820,2024-08-30,17:27:00,Volcán de Chocolate,Postres,5600,2
ORD-20241129-138,2024-11-29,18:34:00,Margarita,Pizzas,8900,1
ORD-20251007-750,2025-10-07,20:07:00,Margarita,Pizzas,8900,2
ORD-20231214-934,2023-12-14,18:02:00,Locos en su Emulsión,Entradas,25900,1
ORD-20230308-241,2023-03-08,19:57:00,Mechada Avocado,Burgers,12900,2
ORD-20240725-599,2024-07-25,18:32:00,Salmón Tando,Principales,18900,1
ORD-20251031-147,2025-10-31,17:56:00,Mechada Avocado,Burgers,12900,1
ORD-20230721-647,2023-07-21,20:27:00,Clásica,Burgers,11900,1
ORD-20230927-103,2023-09-27,19:08:00,Clásica,Burgers,11900,2
ORD-20250303-520,2025-03-03,22:13:00,Tabla Estación,Tablas,38000,1
ORD-20240705-147,2024-07-05,20:46:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20230907-475,2023-09-07,17:46:00,Valenciano,Principales,16900,4
ORD-20231211-634,2023-12-11,16:17:00,Filete Trifolatti,Principales,23900,4
ORD-20241202-602,2024-12-02,23:11:00,Margarita,Pizzas,8900,2
ORD-20240306-959,2024-03-06,22:06:00,Clásica,Burgers,11900,2
ORD-20230610-421,2023-06-10,19:15:00,Margarita,Pizzas,8900,1
ORD-20251114-510,2025-11-14,19:28:00,Pepperoni,Pizzas,10900,1
ORD-20240126-264,2024-01-26,18:46:00,Copa de Vino CS,Vinos,3900,1
ORD-20230201-350,2023-02-01,19:24:00,Pepperoni,Pizzas,10900,1
ORD-20250915-792,2025-09-15,20:08:00,Rocca Avocado,Principales,25900,1
ORD-20241009-226,2024-10-09,22:44:00,Volcán de Chocolate,Postres,5600,4
ORD-20230430-742,2023-04-30,18:32:00,Mechada Avocado,Burgers,12900,1
ORD-20240712-338,2024-07-12,19:19:00,Pepperoni,Pizzas,10900,1
ORD-20230509-925,2023-05-09,23:40:00,Mechada Avocado,Burgers,12900,1
ORD-20231008-349,2023-10-08,19:21:00,Mechada Avocado,Burgers,12900,1
ORD-20230310-565,2023-03-10,19:11:00,Jugo de Pulpa,Bebidas,3000,4
ORD-20240425-190,2024-04-25,21:49:00,Mechada Avocado,Burgers,12900,2
ORD-20240323-893,2024-03-23,16:43:00,Margarita,Pizzas,8900,1
ORD-20230129-706,2023-01-29,21:44:00,Pepperoni,Pizzas,10900,2
ORD-20250511-362,2025-05-11,16:05:00,Valenciano,Principales,16900,1
ORD-20240516-257,2024-05-16,16:38:00,Copa de Vino CS,Vinos,3900,1
ORD-20230228-234,2023-02-28,21:21:00,Rocca Avocado,Principales,25900,2
ORD-20240219-283,2024-02-19,19:46:00,Duo del Mar,Frío y Frescos,17900,4
ORD-20241004-707,2024-10-04,23:28:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20251009-144,2025-10-09,21:46:00,Filete Trifolatti,Principales,23900,1
ORD-20240621-570,2024-06-21,22:54:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20240303-506,2024-03-03,21:31:00,Arancini,Entradas,11900,3
ORD-20230523-303,2023-05-23,17:27:00,Pavlova (Papaya),Postres,5600,3
