date,target_revenue,qty_sold,weather_temp,is_weekend,is_holiday,foot_traffic_estimate,num_reservations,reserved_pax,day_of_week,month,day_of_month,promo_pizza_tuesday,promo_ladies_thursday,promo_happy_hour,revenue_t-1,revenue_t-7,revenue_t-28,rolling_7d_avg,rolling_30d_avg
2023-07-24,1332000,89,17.8,0,0,83.0,25.0,78.0,0,7,24,0,0,1,1084280.0,912590.0,1241570.0,1330358.5714285714,1336360.0
2023-07-25,1713030,118,5.5,0,0,92.0,0.0,0.0,1,7,25,1,0,1,1332000.0,1537300.0,1558390.0,1390274.2857142857,1327247.3333333333
2023-07-26,961820,80,6.0,0,0,91.0,29.0,78.0,2,7,26,0,0,1,1713030.0,829300.0,1230800.0,1415378.5714285714,1323318.6666666667
2023-07-27,1658040,163,9.6,0,0,141.0,0.0,0.0,3,7,27,0,1,1,961820.0,1464330.0,1743430.0,1434310.0,1313993.6666666667
2023-07-28,983880,75,9.1,1,0,91.0,21.0,64.0,4,7,28,0,0,1,1658040.0,1598430.0,1134000.0,1461982.857142857,1317315.3333333333
2023-07-29,1905220,132,8.5,1,0,142.0,35.0,94.0,5,7,29,0,0,0,983880.0,1886280.0,1425500.0,1374190.0,1309084.6666666667
2023-07-30,963200,59,6.3,0,0,60.0,17.0,44.0,6,7,30,0,0,0,1905220.0,1084280.0,1081100.0,1376895.7142857143,1314477.6666666667
2023-07-31,1130940,75,11.0,0,0,95.0,27.0,76.0,0,7,31,0,0,1,963200.0,1332000.0,693830.0,1359598.5714285714,1308784.3333333333
2023-08-01,998440,80,7.1,0,0,82.0,0.0,0.0,1,8,1,1,0,1,1130940.0,1713030.0,1214000.0,1330875.7142857143,1298965.6666666667
2023-08-02,1662600,113,11.1,0,0,94.0,23.0,74.0,2,8,2,0,0,1,998440.0,961820.0,925200.0,1228791.4285714286,1296210.3333333333
2023-08-03,1606090,157,4.7,0,0,136.0,0.0,0.0,3,8,3,0,1,1,1662600.0,1658040.0,1288350.0,1328902.857142857,1328502.6666666667
2023-08-04,1338630,92,10.9,1,0,119.0,32.0,102.0,4,8,4,0,0,1,1606090.0,983880.0,1633250.0,1321481.4285714286,1341572.3333333333
2023-08-05,1752600,124,10.4,1,0,133.0,42.0,134.0,5,8,5,0,0,0,1338630.0,1905220.0,2497360.0,1372160.0,1355353.3333333333
2023-08-06,524700,41,9.0,0,0,54.0,17.0,60.0,6,8,6,0,0,0,1752600.0,963200.0,1072700.0,1350357.142857143,1370828.3333333333
2023-08-07,1043040,83,3.2,0,0,82.0,20.0,58.0,0,8,7,0,0,1,524700.0,1130940.0,524980.0,1287714.2857142857,1333876.6666666667
2023-08-08,1568440,112,11.5,0,0,100.0,0.0,0.0,1,8,8,1,0,1,1043040.0,998440.0,1099550.0,1275157.142857143,1285399.3333333333
2023-08-09,628020,47,5.2,0,0,69.0,16.0,40.0,2,8,9,0,0,1,1568440.0,1662600.0,1560550.0,1356585.7142857143,1301924.0
2023-08-10,1780250,178,10.8,0,0,131.0,0.0,0.0,3,8,10,0,1,1,628020.0,1606090.0,1839270.0,1208788.5714285714,1305358.6666666667
2023-08-11,1764250,124,12.7,1,0,124.0,41.0,120.0,4,8,11,0,0,1,1780250.0,1338630.0,1385600.0,1233668.5714285714,1328048.6666666667
2023-08-12,1927200,133,11.6,1,0,129.0,41.0,96.0,5,8,12,0,0,0,1764250.0,1752600.0,1393790.0,1294471.4285714286,1334838.6666666667
2023-08-13,1287200,87,7.8,0,0,79.0,21.0,50.0,6,8,13,0,0,0,1927200.0,524700.0,798800.0,1319414.2857142857,1337769.6666666667
2023-08-14,976600,64,6.7,0,0,77.0,24.0,60.0,0,8,14,0,0,1,1287200.0,1043040.0,912590.0,1428342.857142857,1334489.6666666667
2023-08-15,1586770,120,11.0,0,0,92.0,0.0,0.0,1,8,15,1,0,1,976600.0,1568440.0,1537300.0,1418851.4285714286,1320583.3333333333
2023-08-16,386600,26,9.8,0,0,44.0,12.0,30.0,2,8,16,0,0,1,1586770.0,628020.0,829300.0,1421470.0,1346849.0
2023-08-17,1615540,152,10.9,0,0,156.0,0.0,0.0,3,8,17,0,1,1,386600.0,1780250.0,1464330.0,1386981.4285714286,1329316.0
2023-08-18,1452960,120,7.5,1,0,120.0,31.0,76.0,4,8,18,0,0,1,1615540.0,1764250.0,1598430.0,1363451.4285714286,1331924.0
2023-08-19,1658970,109,8.7,1,0,131.0,35.0,90.0,5,8,19,0,0,0,1452960.0,1927200.0,1886280.0,1318981.4285714286,1352712.6666666667
2023-08-20,1066780,78,8.2,0,0,93.0,31.0,78.0,6,8,20,0,0,0,1658970.0,1287200.0,1084280.0,1280662.857142857,1359200.6666666667
2023-08-21,1064450,72,6.9,0,0,81.0,29.0,88.0,0,8,21,0,0,1,1066780.0,976600.0,1332000.0,1249174.2857142857,1341479.0
2023-08-22,1899130,133,7.3,0,0,85.0,0.0,0.0,1,8,22,1,0,1,1064450.0,1586770.0,1713030.0,1261724.2857142857,1314084.6666666667
2023-08-23,1246150,86,11.5,0,0,91.0,31.0,80.0,2,8,23,0,0,1,1899130.0,386600.0,961820.0,1306347.142857143,1341246.3333333333
2023-08-24,1897830,168,0.7,0,0,153.0,0.0,0.0,3,8,24,0,1,1,1246150.0,1615540.0,1658040.0,1429140.0,1338384.6666666667
2023-08-25,1782240,126,11.3,1,0,137.0,44.0,126.0,4,8,25,0,0,1,1897830.0,1452960.0,983880.0,1469467.142857143,1344544.6666666667
2023-08-26,2030860,126,10.6,1,0,129.0,36.0,102.0,5,8,26,0,0,0,1782240.0,1658970.0,1905220.0,1516507.142857143,1371892.0
2023-08-27,1338500,88,8.3,0,0,79.0,21.0,50.0,6,8,27,0,0,0,2030860.0,1066780.0,963200.0,1569634.2857142857,1384319.3333333333
2023-08-28,1170310,79,9.3,0,0,95.0,25.0,56.0,0,8,28,0,0,1,1338500.0,1064450.0,1130940.0,1608451.4285714286,1396140.0
2023-08-29,1291890,91,10.4,0,0,72.0,0.0,0.0,1,8,29,1,0,1,1170310.0,1899130.0,998440.0,1623574.2857142857,1371643.0
2023-08-30,1433040,95,7.0,0,0,74.0,24.0,66.0,2,8,30,0,0,1,1291890.0,1246150.0,1662600.0,1536825.7142857143,1382599.3333333333
2023-08-31,1441300,142,11.1,0,0,135.0,0.0,0.0,3,8,31,0,1,1,1433040.0,1897830.0,1606090.0,1563524.2857142857,1392669.3333333333
2023-09-01,1530390,105,14.3,1,0,132.0,38.0,110.0,4,9,1,0,0,1,1441300.0,1782240.0,1338630.0,1498305.7142857143,1407431.3333333333
2023-09-02,1895920,123,11.1,1,0,122.0,30.0,74.0,5,9,2,0,0,0,1530390.0,2030860.0,1752600.0,1462327.142857143,1403024.3333333333
2023-09-03,798380,64,11.7,0,0,72.0,24.0,60.0,6,9,3,0,0,0,1895920.0,1338500.0,524700.0,1443050.0,1412685.3333333333
2023-09-04,1388190,90,13.9,0,0,80.0,20.0,50.0,0,9,4,0,0,1,798380.0,1170310.0,1043040.0,1365890.0,1394677.0
2023-09-05,868750,65,14.2,0,0,72.0,0.0,0.0,1,9,5,1,0,1,1388190.0,1291890.0,1568440.0,1397015.7142857143,1382530.0
2023-09-06,483430,58,16.1,0,0,49.0,16.0,38.0,2,9,6,0,0,1,868750.0,1433040.0,628020.0,1336567.142857143,1393998.3333333333
2023-09-07,2001120,194,10.2,0,0,155.0,0.0,0.0,3,9,7,0,1,1,483430.0,1441300.0,1780250.0,1200908.5714285714,1375344.6666666667
2023-09-08,1776180,135,18.3,1,0,125.0,42.0,112.0,4,9,8,0,0,1,2001120.0,1530390.0,1764250.0,1280882.857142857,1389767.3333333333
2023-09-09,1314040,98,16.9,1,0,112.0,34.0,102.0,5,9,9,0,0,0,1776180.0,1895920.0,1927200.0,1315995.7142857143,1428039.3333333333
2023-09-10,1314580,102,8.1,0,0,97.0,31.0,78.0,6,9,10,0,0,0,1314040.0,798380.0,1287200.0,1232870.0,1412499.0
2023-09-11,1196250,91,18.8,0,0,94.0,26.0,64.0,0,9,11,0,0,1,1314580.0,1388190.0,976600.0,1306612.857142857,1397510.0
2023-09-12,621500,43,20.8,0,0,43.0,0.0,0.0,1,9,12,1,0,1,1196250.0,868750.0,1586770.0,1279192.857142857,1373145.0
2023-09-13,1157950,91,11.2,0,0,86.0,23.0,62.0,2,9,13,0,0,1,621500.0,483430.0,386600.0,1243871.4285714286,1350955.0
2023-09-14,1627400,174,15.0,0,0,144.0,0.0,0.0,3,9,14,0,1,1,1157950.0,2001120.0,1615540.0,1340231.4285714286,1357000.0
2023-09-15,1486640,120,13.1,1,0,125.0,32.0,94.0,4,9,15,0,0,1,1627400.0,1776180.0,1452960.0,1286842.857142857,1358354.3333333333
2023-09-16,1518460,117,16.0,1,0,122.0,36.0,92.0,5,9,16,0,0,0,1486640.0,1314040.0,1658970.0,1245480.0,1395022.3333333333
2023-09-17,3715600,286,12.6,0,0,158.0,40.0,102.0,6,9,17,0,0,0,1518460.0,1314580.0,1066780.0,1274682.857142857,1391786.3333333333
2023-09-18,6155200,438,13.2,0,1,220.0,0.0,0.0,0,9,18,0,0,0,3715600.0,1196250.0,1064450.0,1617685.7142857143,1467207.6666666667
2023-09-19,6877600,490,15.0,0,1,237.0,0.0,0.0,1,9,19,1,0,0,6155200.0,621500.0,1899130.0,2326107.1428571427,1617082.0
2023-09-20,5040400,330,16.5,0,0,157.0,48.0,116.0,2,9,20,0,0,1,6877600.0,1157950.0,1246150.0,3219835.714285714,1810776.0
2023-09-21,1360300,136,15.1,0,0,129.0,0.0,0.0,3,9,21,0,1,1,5040400.0,1627400.0,1897830.0,3774471.4285714286,1943307.6666666667
2023-09-22,1770610,129,9.1,1,0,146.0,51.0,144.0,4,9,22,0,0,1,1360300.0,1486640.0,1782240.0,3736314.285714286,1925346.6666666667
2023-09-23,1934500,130,14.5,1,0,139.0,44.0,118.0,5,9,23,0,0,0,1770610.0,1518460.0,2030860.0,3776881.4285714286,1942828.6666666667
2023-09-24,1138700,81,15.1,0,0,69.0,24.0,70.0,6,9,24,0,0,0,1934500.0,3715600.0,1338500.0,3836315.714285714,1944051.0
2023-09-25,969650,72,13.1,0,0,61.0,20.0,50.0,0,9,25,0,0,1,1138700.0,6155200.0,1170310.0,3468187.1428571427,1922599.6666666667
2023-09-26,1074170,79,15.6,0,0,75.0,0.0,0.0,1,9,26,1,0,1,969650.0,6877600.0,1291890.0,2727394.285714286,1887226.0
2023-09-27,982090,74,18.6,0,0,72.0,20.0,52.0,2,9,27,0,0,1,1074170.0,5040400.0,1433040.0,1898332.857142857,1878415.0
2023-09-28,1594690,178,13.5,0,0,149.0,0.0,0.0,3,9,28,0,1,1,982090.0,1360300.0,1441300.0,1318574.2857142857,1872141.0
2023-09-29,1401800,97,15.6,1,0,110.0,32.0,82.0,4,9,29,0,0,1,1594690.0,1770610.0,1530390.0,1352058.5714285714,1882234.3333333333
2023-09-30,1640680,119,13.3,1,0,112.0,27.0,60.0,5,9,30,0,0,0,1401800.0,1934500.0,1895920.0,1299371.4285714286,1881193.0
2023-10-01,580900,46,20.9,0,0,56.0,17.0,44.0,6,10,1,0,0,0,1640680.0,1138700.0,798380.0,1257397.142857143,1887839.0
2023-10-02,891450,69,20.3,0,0,97.0,26.0,68.0,0,10,2,0,0,1,580900.0,969650.0,1388190.0,1177711.4285714286,1856189.3333333333
2023-10-03,2097150,122,15.7,0,0,75.0,0.0,0.0,1,10,3,1,0,1,891450.0,1074170.0,868750.0,1166540.0,1822707.0
2023-10-04,662100,46,13.8,0,0,46.0,16.0,42.0,2,10,4,0,0,1,2097150.0,982090.0,483430.0,1312680.0,1865999.3333333333
2023-10-05,1833110,182,16.7,0,0,157.0,0.0,0.0,3,10,5,0,1,1,662100.0,1594690.0,2001120.0,1266967.142857143,1841796.3333333333
2023-10-06,1340910,99,9.3,1,0,119.0,30.0,76.0,4,10,6,0,0,1,1833110.0,1401800.0,1776180.0,1301027.142857143,1873941.6666666667
2023-10-07,1468090,94,16.5,1,0,93.0,27.0,76.0,5,10,7,0,0,0,1340910.0,1640680.0,1314040.0,1292328.5714285714,1902524.3333333333
2023-10-08,1070100,64,15.3,0,0,79.0,23.0,62.0,6,10,8,0,0,0,1468090.0,580900.0,1314580.0,1267672.857142857,1884756.6666666667
2023-10-09,1647110,105,10.7,0,0,98.0,27.0,70.0,0,10,9,0,0,1,1070100.0,891450.0,1196250.0,1337558.5714285714,1861220.6666666667
2023-10-10,1457190,108,20.5,0,0,74.0,0.0,0.0,1,10,10,1,0,1,1647110.0,2097150.0,621500.0,1445510.0,1872323.0
2023-10-11,1183890,82,20.3,0,0,86.0,20.0,56.0,2,10,11,0,0,1,1457190.0,662100.0,1157950.0,1354087.142857143,1877076.6666666667
2023-10-12,1383730,162,18.0,0,0,152.0,0.0,0.0,3,10,12,0,1,1,1183890.0,1833110.0,1627400.0,1428628.5714285714,1876664.6666666667
2023-10-13,1446620,93,17.4,1,0,115.0,27.0,60.0,4,10,13,0,0,1,1383730.0,1340910.0,1486640.0,1364431.4285714286,1902072.3333333333
2023-10-14,1380380,99,17.8,1,0,103.0,26.0,72.0,5,10,14,0,0,0,1446620.0,1468090.0,1518460.0,1379532.857142857,1911694.6666666667
2023-10-15,1132500,76,19.2,0,0,84.0,22.0,58.0,6,10,15,0,0,0,1380380.0,1070100.0,3715600.0,1367002.857142857,1903460.6666666667
2023-10-16,991250,66,22.7,0,0,74.0,24.0,70.0,0,10,16,0,0,1,1132500.0,1647110.0,6155200.0,1375917.142857143,1891656.0
2023-10-17,1559640,104,19.0,0,0,91.0,0.0,0.0,1,10,17,1,0,1,991250.0,1457190.0,6877600.0,1282222.857142857,1874082.3333333333
2023-10-18,1275190,94,15.8,0,0,77.0,22.0,64.0,2,10,18,0,0,1,1559640.0,1183890.0,5040400.0,1296858.5714285714,1802217.0
2023-10-19,2339840,203,12.6,0,0,175.0,0.0,0.0,3,10,19,0,1,1,1275190.0,1383730.0,1360300.0,1309901.4285714286,1639550.0
2023-10-20,1507750,108,15.3,1,0,123.0,43.0,114.0,4,10,20,0,0,1,2339840.0,1446620.0,1770610.0,1446488.5714285714,1488291.3333333333
2023-10-21,1564600,106,21.7,1,0,116.0,40.0,120.0,5,10,21,0,0,0,1507750.0,1380380.0,1934500.0,1455221.4285714286,1370536.3333333333
2023-10-22,945770,62,20.1,0,0,65.0,20.0,62.0,6,10,22,0,0,0,1564600.0,1132500.0,1138700.0,1481538.5714285714,1377346.3333333333
2023-10-23,728500,49,20.9,0,0,70.0,17.0,44.0,0,10,23,0,0,1,945770.0,991250.0,969650.0,1454862.857142857,1349851.6666666667
2023-10-24,1486040,101,20.5,0,0,70.0,0.0,0.0,1,10,24,1,0,1,728500.0,1559640.0,1074170.0,1417327.142857143,1309651.6666666667
2023-10-25,977750,60,10.1,0,0,70.0,20.0,46.0,2,10,25,0,0,1,1486040.0,1275190.0,982090.0,1406812.857142857,1321229.6666666667
2023-10-26,1546580,177,20.9,0,0,158.0,0.0,0.0,3,10,26,0,1,1,977750.0,2339840.0,1594690.0,1364321.4285714286,1321499.6666666667
2023-10-27,2100500,131,18.4,1,0,136.0,44.0,106.0,4,10,27,0,0,1,1546580.0,1507750.0,1401800.0,1250998.5714285714,1337246.6666666667
2023-10-28,1536870,111,22.6,1,0,130.0,43.0,122.0,5,10,28,0,0,0,2100500.0,1564600.0,1640680.0,1335677.142857143,1374527.0
2023-10-29,699100,52,8.4,0,0,73.0,21.0,54.0,6,10,29,0,0,0,1536870.0,945770.0,580900.0,1331715.7142857143,1372599.6666666667
2023-10-30,1028070,67,14.3,0,0,73.0,18.0,42.0,0,10,30,0,0,1,699100.0,728500.0,891450.0,1296477.142857143,1349176.3333333333
2023-10-31,1692250,116,15.7,0,0,79.0,0.0,0.0,1,10,31,1,0,1,1028070.0,1486040.0,2097150.0,1339272.857142857,1328756.0
2023-11-01,1144170,86,26.6,0,0,95.0,25.0,60.0,2,11,1,0,0,1,1692250.0,977750.0,662100.0,1368731.4285714286,1365801.0
2023-11-02,1167840,118,22.8,0,0,107.0,0.0,0.0,3,11,2,0,1,1,1144170.0,1546580.0,1833110.0,1392505.7142857143,1374225.0
2023-11-03,1212850,87,17.6,1,0,114.0,37.0,116.0,4,11,3,0,0,1,1167840.0,2100500.0,1340910.0,1338400.0,1343248.0
2023-11-04,1035700,82,25.7,1,0,84.0,21.0,62.0,5,11,4,0,0,0,1212850.0,1536870.0,1468090.0,1211592.857142857,1361606.3333333333
2023-11-05,958690,72,19.0,0,0,75.0,22.0,54.0,6,11,5,0,0,0,1035700.0,699100.0,1070100.0,1139997.142857143,1335026.0
2023-11-06,1165100,83,20.2,0,0,89.0,31.0,80.0,0,11,6,0,0,1,958690.0,1028070.0,1647110.0,1177081.4285714286,1322285.3333333333
2023-11-07,1525690,119,20.4,0,0,80.0,0.0,0.0,1,11,7,1,0,1,1165100.0,1692250.0,1457190.0,1196657.142857143,1312185.6666666667
2023-11-08,954250,73,21.0,0,0,80.0,25.0,62.0,2,11,8,0,0,1,1525690.0,1144170.0,1183890.0,1172862.857142857,1327372.0
2023-11-09,1727150,160,19.3,0,0,157.0,0.0,0.0,3,11,9,0,1,1,954250.0,1167840.0,1383730.0,1145731.4285714286,1304276.6666666667
2023-11-10,1558720,122,25.8,1,0,139.0,36.0,90.0,4,11,10,0,0,1,1727150.0,1212850.0,1446620.0,1225632.857142857,1313275.3333333333
2023-11-11,1553380,117,19.0,1,0,105.0,35.0,98.0,5,11,11,0,0,0,1558720.0,1035700.0,1380380.0,1275042.857142857,1325769.6666666667
2023-11-12,2026880,126,23.7,0,0,105.0,34.0,108.0,6,11,12,0,0,0,1553380.0,958690.0,1132500.0,1348997.142857143,1331424.6666666667
2023-11-13,1243450,76,20.1,0,0,95.0,33.0,88.0,0,11,13,0,0,1,2026880.0,1165100.0,991250.0,1501595.7142857143,1350766.6666666667
2023-11-14,1086190,87,18.9,0,0,80.0,0.0,0.0,1,11,14,1,0,1,1243450.0,1525690.0,1559640.0,1512788.5714285714,1346202.3333333333
2023-11-15,590590,50,23.4,0,0,65.0,17.0,48.0,2,11,15,0,0,1,1086190.0,954250.0,1275190.0,1450002.857142857,1344658.6666666667
2023-11-16,1253840,132,15.6,0,0,131.0,0.0,0.0,3,11,16,0,1,1,590590.0,1727150.0,2339840.0,1398051.4285714286,1331303.3333333333
2023-11-17,1708350,139,19.8,1,0,124.0,37.0,106.0,4,11,17,0,0,1,1253840.0,1558720.0,1507750.0,1330435.7142857143,1321110.0
2023-11-18,2039050,128,17.7,1,0,121.0,40.0,110.0,5,11,18,0,0,0,1708350.0,1553380.0,1564600.0,1351811.4285714286,1335548.6666666667
2023-11-19,1173400,83,18.4,0,0,90.0,27.0,76.0,6,11,19,0,0,0,2039050.0,2026880.0,945770.0,1421192.857142857,1325522.3333333333
2023-11-20,1362450,104,25.0,0,0,81.0,26.0,76.0,0,11,20,0,0,1,1173400.0,1243450.0,728500.0,1299267.142857143,1314377.3333333333
2023-11-21,1132100,81,17.1,0,0,85.0,0.0,0.0,1,11,21,1,0,1,1362450.0,1086190.0,1486040.0,1316267.142857143,1307639.0
2023-11-22,803190,67,18.8,0,0,74.0,23.0,66.0,2,11,22,0,0,1,1132100.0,590590.0,977750.0,1322825.7142857143,1313850.0
2023-11-23,1409300,144,21.1,0,0,136.0,0.0,0.0,3,11,23,0,1,1,803190.0,1253840.0,1546580.0,1353197.142857143,1316339.6666666667
2023-11-24,2139550,140,25.6,1,0,131.0,44.0,116.0,4,11,24,0,0,1,1409300.0,1708350.0,2100500.0,1375405.7142857143,1313781.6666666667
2023-11-25,1550560,100,22.0,1,0,107.0,25.0,72.0,5,11,25,0,0,0,2139550.0,2039050.0,1536870.0,1437005.7142857143,1352508.3333333333
2023-11-26,988100,80,23.9,0,0,105.0,33.0,102.0,6,11,26,0,0,0,1550560.0,1173400.0,699100.0,1367221.4285714286,1352641.0
2023-11-27,1500320,112,22.8,0,0,99.0,35.0,90.0,0,11,27,0,0,1,988100.0,1362450.0,1028070.0,1340750.0,1315561.0
2023-11-28,1524900,99,19.6,0,0,66.0,0.0,0.0,1,11,28,1,0,1,1500320.0,1132100.0,1692250.0,1360445.7142857143,1314342.6666666667
2023-11-29,1079200,74,19.0,0,0,91.0,28.0,78.0,2,11,29,0,0,1,1524900.0,803190.0,1144170.0,1416560.0,1341869.3333333333
2023-11-30,1638000,141,18.6,0,0,132.0,0.0,0.0,3,11,30,0,1,1,1079200.0,1409300.0,1167840.0,1455990.0,1343573.6666666667
2023-12-01,1542210,112,20.6,1,0,121.0,29.0,78.0,4,12,1,0,0,1,1638000.0,2139550.0,1212850.0,1488661.4285714286,1341765.3333333333
2023-12-02,1789900,123,26.0,1,0,105.0,28.0,74.0,5,12,2,0,0,0,1542210.0,1550560.0,1035700.0,1403327.142857143,1355033.3333333333
2023-12-03,1462900,86,22.0,0,0,82.0,29.0,84.0,6,12,3,0,0,0,1789900.0,988100.0,958690.0,1437518.5714285714,1375768.6666666667
2023-12-04,1143000,73,22.1,0,0,82.0,26.0,68.0,0,12,4,0,0,1,1462900.0,1500320.0,1165100.0,1505347.142857143,1384103.6666666667
2023-12-05,1320150,105,22.9,0,0,72.0,0.0,0.0,1,12,5,1,0,1,1143000.0,1524900.0,1525690.0,1454301.4285714286,1387680.3333333333
2023-12-06,891100,68,16.2,0,0,79.0,23.0,56.0,2,12,6,0,0,1,1320150.0,1079200.0,954250.0,1425051.4285714286,1399729.0
2023-12-07,1186850,124,23.3,0,0,120.0,0.0,0.0,3,12,7,0,1,1,891100.0,1638000.0,1727150.0,1398180.0,1390595.6666666667
2023-12-08,2090950,150,25.7,1,0,135.0,46.0,128.0,4,12,8,0,0,1,1186850.0,1542210.0,1558720.0,1333730.0,1379301.0
2023-12-09,1278770,84,24.5,1,0,95.0,31.0,80.0,5,12,9,0,0,0,2090950.0,1789900.0,1553380.0,1412121.4285714286,1417191.0
2023-12-10,1437400,99,23.8,0,0,91.0,22.0,64.0,6,12,10,0,0,0,1278770.0,1462900.0,2026880.0,1339102.857142857,1402245.0
2023-12-11,1061430,70,25.9,0,0,81.0,24.0,82.0,0,12,11,0,0,1,1437400.0,1143000.0,1243450.0,1335460.0,1398201.0
2023-12-12,1144490,93,20.6,0,0,84.0,0.0,0.0,1,12,12,1,0,1,1061430.0,1320150.0,1086190.0,1323807.142857143,1381802.6666666667
2023-12-13,1272330,93,25.3,0,0,74.0,23.0,76.0,2,12,13,0,0,1,1144490.0,891100.0,590590.0,1298712.857142857,1352389.6666666667
2023-12-14,1583980,158,21.2,0,0,145.0,0.0,0.0,3,12,14,0,1,1,1272330.0,1186850.0,1253840.0,1353174.2857142857,1353352.3333333333
2023-12-15,1365430,105,24.2,1,0,124.0,43.0,126.0,4,12,15,0,0,1,1583980.0,2090950.0,1708350.0,1409907.142857143,1369945.3333333333
2023-12-16,2238690,152,25.3,1,0,146.0,44.0,110.0,5,12,16,0,0,0,1365430.0,1278770.0,2039050.0,1306261.4285714286,1395773.3333333333
2023-12-17,1127300,69,21.9,0,0,59.0,14.0,42.0,6,12,17,0,0,0,2238690.0,1437400.0,1173400.0,1443392.857142857,1428601.6666666667
2023-12-18,1842330,131,27.2,0,0,112.0,38.0,98.0,0,12,18,0,0,1,1127300.0,1061430.0,1362450.0,1399092.857142857,1409233.3333333333
2023-12-19,1332680,100,22.7,0,0,95.0,0.0,0.0,1,12,19,1,0,1,1842330.0,1144490.0,1132100.0,1510650.0,1402676.0
2023-12-20,1032690,71,19.7,0,0,75.0,25.0,60.0,2,12,20,0,0,1,1332680.0,1272330.0,803190.0,1537534.2857142857,1407985.3333333333
2023-12-21,1756650,180,22.4,0,0,170.0,0.0,0.0,3,12,21,0,1,1,1032690.0,1583980.0,1409300.0,1503300.0,1396993.3333333333
2023-12-22,1830700,118,21.0,1,0,129.0,37.0,102.0,4,12,22,0,0,1,1756650.0,1365430.0,2139550.0,1527967.142857143,1417811.6666666667
2023-12-23,2080560,146,20.7,1,0,139.0,39.0,110.0,5,12,23,0,0,0,1830700.0,2238690.0,1550560.0,1594434.2857142857,1452062.0
2023-12-24,1411960,83,18.7,0,0,87.0,27.0,78.0,6,12,24,0,0,0,2080560.0,1127300.0,988100.0,1571844.2857142857,1474437.3333333333
2023-12-25,1969770,120,24.1,0,1,110.0,37.0,110.0,0,12,25,0,0,0,1411960.0,1842330.0,1500320.0,1612510.0,1450184.3333333333
2023-12-26,1475350,105,21.9,0,0,87.0,0.0,0.0,1,12,26,1,0,1,1969770.0,1332680.0,1524900.0,1630715.7142857143,1464158.0
2023-12-27,1041050,73,21.8,0,0,71.0,23.0,74.0,2,12,27,0,0,1,1475350.0,1032690.0,1079200.0,1651097.142857143,1480399.6666666667
2023-12-28,1765050,143,19.9,0,0,157.0,0.0,0.0,3,12,28,0,1,1,1041050.0,1756650.0,1638000.0,1652291.4285714286,1465090.6666666667
2023-12-29,1497400,113,16.6,1,0,153.0,49.0,146.0,4,12,29,0,0,1,1765050.0,1830700.0,1542210.0,1653491.4285714286,1473095.6666666667
2023-12-30,2633900,182,20.8,1,0,161.0,45.0,110.0,5,12,30,0,0,0,1497400.0,2080560.0,1789900.0,1605877.142857143,1487035.6666666667
2023-12-31,945670,53,22.7,0,0,57.0,13.0,36.0,6,12,31,0,0,0,2633900.0,1411960.0,1462900.0,1684925.7142857143,1520232.3333333333
2024-01-01,1467730,90,18.6,0,1,93.0,29.0,78.0,0,1,1,0,0,0,945670.0,1969770.0,1143000.0,1618312.857142857,1500347.6666666667
2024-01-02,1423050,97,24.9,0,0,73.0,0.0,0.0,1,1,2,1,0,1,1467730.0,1475350.0,1320150.0,1546592.857142857,1489608.6666666667
2024-01-03,1443490,99,24.2,0,0,90.0,24.0,74.0,2,1,3,0,0,1,1423050.0,1041050.0,891100.0,1539121.4285714286,1488280.3333333333
2024-01-04,1453800,143,20.2,0,0,138.0,0.0,0.0,3,1,4,0,1,1,1443490.0,1765050.0,1186850.0,1596612.857142857,1498296.6666666667
2024-01-05,1277800,92,22.7,1,0,105.0,25.0,66.0,4,1,5,0,0,1,1453800.0,1497400.0,2090950.0,1552148.5714285714,1502751.6666666667
2024-01-06,1756590,115,26.8,1,0,144.0,43.0,124.0,5,1,6,0,0,0,1277800.0,2633900.0,1278770.0,1520777.142857143,1515641.6666666667
2024-01-07,1376780,94,19.9,0,0,83.0,23.0,56.0,6,1,7,0,0,0,1756590.0,945670.0,1437400.0,1395447.142857143,1534633.0
2024-01-08,1357720,101,26.5,0,0,102.0,36.0,108.0,0,1,8,0,0,1,1376780.0,1467730.0,1061430.0,1457034.2857142857,1510827.3333333333
2024-01-09,1022970,73,24.9,0,0,72.0,0.0,0.0,1,1,9,1,0,1,1357720.0,1423050.0,1144490.0,1441318.5714285714,1513459.0
2024-01-10,1408450,103,22.1,0,0,96.0,24.0,60.0,2,1,10,0,0,1,1022970.0,1443490.0,1272330.0,1384164.2857142857,1499644.6666666667
2024-01-11,1985200,214,25.8,0,0,151.0,0.0,0.0,3,1,11,0,1,1,1408450.0,1453800.0,1583980.0,1379158.5714285714,1511212.0
2024-01-12,1276910,95,22.3,1,0,115.0,39.0,100.0,4,1,12,0,0,1,1985200.0,1277800.0,1365430.0,1455072.857142857,1539235.6666666667
2024-01-13,1263460,78,22.1,1,0,104.0,32.0,86.0,5,1,13,0,0,0,1276910.0,1756590.0,2238690.0,1454945.7142857143,1539388.3333333333
2024-01-14,877290,67,19.9,0,0,72.0,23.0,54.0,6,1,14,0,0,0,1263460.0,1376780.0,1127300.0,1384498.5714285714,1528704.3333333333
2024-01-15,1301350,117,22.9,0,0,96.0,23.0,68.0,0,1,15,0,0,1,877290.0,1357720.0,1842330.0,1313142.857142857,1512433.0
