reservation_id,date,time,pax,customer_name,status,channel
RES-9962,2023-08-30,13:00,2,Cliente 9962,Cancelled,WhatsApp
RES-9963,2023-08-30,20:00,4,Cliente 9963,Show,Phone
RES-9964,2023-08-30,21:00,2,Cliente 9964,Show,Web
RES-9965,2023-08-30,21:00,2,Cliente 9965,Show,Phone
RES-9966,2023-08-30,20:00,2,Cliente 9966,Show,Web
RES-9967,2023-08-30,19:00,4,Cliente 9967,Show,Web
RES-9968,2023-08-30,20:00,4,Cliente 9968,Cancelled,Web
RES-9969,2023-08-30,20:00,2,Cliente 9969,Show,WhatsApp
RES-9970,2023-08-30,21:00,2,Cliente 9970,No-Show,Web
RES-9971,2023-08-30,21:00,2,Cliente 9971,Show,Web
RES-9972,2023-08-30,21:00,4,Cliente 9972,Show,Web
RES-9973,2023-08-30,20:00,2,Cliente 9973,Show,WhatsApp
RES-9974,2023-08-30,20:00,2,Cliente 9974,Show,Phone
RES-9975,2023-08-30,13:00,2,Cliente 9975,Show,Phone
RES-9976,2023-08-30,22:00,2,Cliente 9976,No-Show,Web
RES-9977,2023-08-30,19:00,4,Cliente 9977,Show,Web
RES-9978,2023-08-30,21:00,2,Cliente 9978,No-Show,Web
RES-9979,2023-08-30,19:00,4,Cliente 9979,Show,WhatsApp
RES-9980,2023-08-30,20:00,2,Cliente 9980,Cancelled,Phone
RES-9981,2023-08-30,14:00,4,Cliente 9981,No-Show,Web
RES-9982,2023-08-30,20:00,4,Cliente 9982,Show,Phone
RES-9983,2023-08-30,14:00,2,Cliente 9983,Show,WhatsApp
RES-9984,2023-08-30,21:00,2,Cliente 9984,Show,Phone
RES-9985,2023-09-01,14:00,2,Cliente 9985,Show,Web
RES-9986,2023-09-01,21:00,4,Cliente 9986,Show,Phone
RES-9987,2023-09-01,14:00,2,Cliente 9987,Show,Web
RES-9988,2023-09-01,19:00,4,Cliente 9988,Show,Web
RES-9989,2023-09-01,13:00,6,Cliente 9989,Show,WhatsApp
RES-9990,2023-09-01,21:00,2,Cliente 9990,No-Show,WhatsApp
RES-9991,2023-09-01,21:00,4,Cliente 9991,Show,Web
RES-9992,2023-09-01,13:00,4,Cliente 9992,No-Show,Web
RES-9993,2023-09-01,19:00,4,Cliente 9993,Show,Web
RES-9994,2023-09-01,14:00,2,Cliente 9994,Show,Web
RES-9995,2023-09-01,21:00,2,Cliente 9995,Show,WhatsApp
RES-9996,2023-09-01,14:00,6,Cliente 9996,Cancelled,Web
RES-9997,2023-09-01,21:00,2,Cliente 9997,Show,WhatsApp
RES-9998,2023-09-01,20:00,2,Cliente 9998,Show,Web
RES-9999,2023-09-01,22:00,4,Cliente 9999,Show,Web
RES-10000,2023-09-01,13:00,4,Cliente 10000,Show,WhatsApp
RES-10001,2023-09-01,13:00,2,Cliente 10001,Show,WhatsApp
RES-10002,2023-09-01,20:00,2,Cliente 10002,No-Show,WhatsApp
RES-10003,2023-09-01,22:00,2,Cliente 10003,Cancelled,WhatsApp
RES-10004,2023-09-01,13:00,2,Cliente 10004,Show,WhatsApp
RES-10005,2023-09-01,19:00,2,Cliente 10005,Show,Web
RES-10006,2023-09-01,20:00,4,Cliente 10006,Show,Phone
RES-10007,2023-09-01,19:00,2,Cliente 10007,Show,Web
RES-10008,2023-09-01,20:00,4,Cliente 10008,Show,WhatsApp
RES-10009,2023-09-01,13:00,2,Cliente 10009,Show,Web
RES-10010,2023-09-01,19:00,2,Cliente 10010,Cancelled,Web
RES-10011,2023-09-01,22:00,2,Cliente 10011,Cancelled,Web
RES-10012,2023-09-01,20:00,2,Cliente 10012,Show,Web
RES-10013,2023-09-01,21:00,2,Cliente 10013,Show,Web
RES-10014,2023-09-01,20:00,2,Cliente 10014,Show,WhatsApp
RES-10015,2023-09-01,21:00,2,Cliente 10015,Show,WhatsApp
RES-10016,2023-09-01,20:00,2,Cliente 10016,Show,Web
RES-10017,2023-09-01,20:00,2,Cliente 10017,Show,Web
RES-10018,2023-09-01,20:00,2,Cliente 10018,Show,Phone
RES-10019,2023-09-01,20:00,2,Cliente 10019,Show,Web
RES-10020,2023-09-01,19:00,2,Cliente 10020,Show,Phone
RES-10021,2023-09-01,20:00,8,Cliente 10021,Show,WhatsApp
RES-10022,2023-09-01,20:00,4,Cliente 10022,Show,WhatsApp
RES-10023,2023-09-02,20:00,4,Cliente 10023,Show,Web
RES-10024,2023-09-02,14:00,2,Cliente 10024,Show,WhatsApp
RES-10025,2023-09-02,21:00,2,Cliente 10025,Show,WhatsApp
RES-10026,2023-09-02,19:00,2,Cliente 10026,Show,Web
RES-10027,2023-09-02,20:00,2,Cliente 10027,Show,Phone
RES-10028,2023-09-02,19:00,2,Cliente 10028,Cancelled,Web
RES-10029,2023-09-02,19:00,6,Cliente 10029,Cancelled,Web
RES-10030,2023-09-02,19:00,2,Cliente 10030,Show,Web
RES-10031,2023-09-02,21:00,2,Cliente 10031,Cancelled,WhatsApp
RES-10032,2023-09-02,21:00,4,Cliente 10032,No-Show,Web
RES-10033,2023-09-02,19:00,2,Cliente 10033,Cancelled,Web
RES-10034,2023-09-02,19:00,2,Cliente 10034,Show,Web
RES-10035,2023-09-02,19:00,2,Cliente 10035,Show,Phone
RES-10036,2023-09-02,20:00,2,Cliente 10036,Show,Phone
RES-10037,2023-09-02,20:00,2,Cliente 10037,Show,Web
RES-10038,2023-09-02,20:00,2,Cliente 10038,Cancelled,WhatsApp
RES-10039,2023-09-02,14:00,2,Cliente 10039,Show,Web
RES-10040,2023-09-02,20:00,2,Cliente 10040,Show,Web
RES-10041,2023-09-02,22:00,4,Cliente 10041,Show,WhatsApp
RES-10042,2023-09-02,20:00,2,Cliente 10042,Show,WhatsApp
RES-10043,2023-09-02,21:00,2,Cliente 10043,Show,WhatsApp
RES-10044,2023-09-02,21:00,2,Cliente 10044,Show,WhatsApp
RES-10045,2023-09-02,20:00,2,Cliente 10045,Show,Web
RES-10046,2023-09-02,22:00,2,Cliente 10046,Show,Web
RES-10047,2023-09-02,20:00,2,Cliente 10047,Show,Web
RES-10048,2023-09-02,19:00,2,Cliente 10048,Show,Web
RES-10049,2023-09-02,19:00,2,Cliente 10049,No-Show,Web
RES-10050,2023-09-02,14:00,4,Cliente 10050,Show,Web
RES-10051,2023-09-02,14:00,2,Cliente 10051,Show,Phone
RES-10052,2023-09-02,21:00,4,Cliente 10052,Show,Phone
RES-10053,2023-09-03,20:00,4,Cliente 10053,Show,Web
RES-10054,2023-09-03,20:00,2,Cliente 10054,Show,WhatsApp
RES-10055,2023-09-03,14:00,2,Cliente 10055,Show,Web
RES-10056,2023-09-03,19:00,2,Cliente 10056,Show,Web
RES-10057,2023-09-03,21:00,2,Cliente 10057,Show,WhatsApp
RES-10058,2023-09-03,22:00,2,Cliente 10058,Show,WhatsApp
RES-10059,2023-09-03,21:00,2,Cliente 10059,Show,WhatsApp
RES-10060,2023-09-03,13:00,2,Cliente 10060,Show,Web
RES-10061,2023-09-03,19:00,2,Cliente 10061,Show,Web
RES-10062,2023-09-03,19:00,2,Cliente 10062,Show,Phone
RES-10063,2023-09-03,22:00,4,Cliente 10063,Show,Web
RES-10064,2023-09-03,19:00,2,Cliente 10064,Show,Phone
RES-10065,2023-09-03,14:00,2,Cliente 10065,No-Show,Web
RES-10066,2023-09-03,14:00,2,Cliente 10066,Show,Web
RES-10067,2023-09-03,20:00,2,Cliente 10067,Show,Web
RES-10068,2023-09-03,19:00,2,Cliente 10068,Show,Web
RES-10069,2023-09-03,14:00,2,Cliente 10069,Show,Phone
RES-10070,2023-09-03,20:00,4,Cliente 10070,Show,Web
RES-10071,2023-09-03,20:00,4,Cliente 10071,Show,Web
RES-10072,2023-09-03,19:00,2,Cliente 10072,Show,Phone
RES-10073,2023-09-03,19:00,2,Cliente 10073,Show,Web
RES-10074,2023-09-03,19:00,2,Cliente 10074,Show,Web
RES-10075,2023-09-03,19:00,4,Cliente 10075,Show,WhatsApp
RES-10076,2023-09-03,19:00,4,Cliente 10076,No-Show,Web
RES-10077,2023-09-04,19:00,4,Cliente 10077,Show,Web
RES-10078,2023-09-04,20:00,4,Cliente 10078,Show,WhatsApp
RES-10079,2023-09-04,19:00,4,Cliente 10079,Show,WhatsApp
RES-10080,2023-09-04,19:00,2,Cliente 10080,No-Show,Web
RES-10081,2023-09-04,19:00,2,Cliente 10081,Show,Web
RES-10082,2023-09-04,19:00,2,Cliente 10082,Show,WhatsApp
RES-10083,2023-09-04,19:00,2,Cliente 10083,Show,Web
RES-10084,2023-09-04,20:00,2,Cliente 10084,No-Show,Web
RES-10085,2023-09-04,19:00,2,Cliente 10085,No-Show,WhatsApp
RES-10086,2023-09-04,21:00,2,Cliente 10086,Show,WhatsApp
RES-10087,2023-09-04,20:00,2,Cliente 10087,No-Show,WhatsApp
RES-10088,2023-09-04,21:00,2,Cliente 10088,Show,Phone
RES-10089,2023-09-04,20:00,2,Cliente 10089,Show,Web
RES-10090,2023-09-04,20:00,2,Cliente 10090,Show,Web
RES-10091,2023-09-04,20:00,2,Cliente 10091,Show,WhatsApp
RES-10092,2023-09-04,13:00,2,Cliente 10092,Show,Web
RES-10093,2023-09-04,21:00,4,Cliente 10093,No-Show,Web
RES-10094,2023-09-04,13:00,2,Cliente 10094,Cancelled,WhatsApp
RES-10095,2023-09-04,13:00,4,Cliente 10095,Show,WhatsApp
RES-10096,2023-09-04,21:00,2,Cliente 10096,Show,Web
RES-10097,2023-09-06,20:00,2,Cliente 10097,Show,Phone
RES-10098,2023-09-06,20:00,2,Cliente 10098,Show,WhatsApp
RES-10099,2023-09-06,20:00,2,Cliente 10099,Show,Web
RES-10100,2023-09-06,22:00,4,Cliente 10100,Show,WhatsApp
RES-10101,2023-09-06,13:00,2,Cliente 10101,No-Show,Web
RES-10102,2023-09-06,21:00,2,Cliente 10102,Show,Web
RES-10103,2023-09-06,20:00,2,Cliente 10103,Show,Web
RES-10104,2023-09-06,19:00,4,Cliente 10104,Show,Web
RES-10105,2023-09-06,19:00,4,Cliente 10105,Show,WhatsApp
RES-10106,2023-09-06,20:00,2,Cliente 10106,Show,Web
RES-10107,2023-09-06,20:00,2,Cliente 10107,Show,Web
RES-10108,2023-09-06,19:00,2,Cliente 10108,No-Show,Phone
RES-10109,2023-09-06,19:00,2,Cliente 10109,Cancelled,Phone
RES-10110,2023-09-06,20:00,2,Cliente 10110,Show,WhatsApp
RES-10111,2023-09-06,20:00,2,Cliente 10111,Show,Web
RES-10112,2023-09-06,20:00,2,Cliente 10112,Show,WhatsApp
RES-10113,2023-09-08,14:00,4,Cliente 10113,Show,WhatsApp
RES-10114,2023-09-08,19:00,4,Cliente 10114,Show,Phone
RES-10115,2023-09-08,13:00,2,Cliente 10115,Show,Web
RES-10116,2023-09-08,13:00,4,Cliente 10116,Show,WhatsApp
RES-10117,2023-09-08,21:00,2,Cliente 10117,Show,Web
RES-10118,2023-09-08,22:00,4,Cliente 10118,Show,Phone
RES-10119,2023-09-08,20:00,4,Cliente 10119,Show,Web
RES-10120,2023-09-08,20:00,2,Cliente 10120,Show,WhatsApp
RES-10121,2023-09-08,21:00,2,Cliente 10121,Show,Phone
RES-10122,2023-09-08,14:00,4,Cliente 10122,Show,Phone
RES-10123,2023-09-08,14:00,2,Cliente 10123,No-Show,Web
RES-10124,2023-09-08,21:00,6,Cliente 10124,Show,Web
RES-10125,2023-09-08,20:00,2,Cliente 10125,Show,Web
RES-10126,2023-09-08,19:00,4,Cliente 10126,Show,Web
RES-10127,2023-09-08,19:00,2,Cliente 10127,Show,Web
RES-10128,2023-09-08,21:00,2,Cliente 10128,Show,Web
RES-10129,2023-09-08,20:00,2,Cliente 10129,No-Show,Web
RES-10130,2023-09-08,22:00,2,Cliente 10130,No-Show,Web
RES-10131,2023-09-08,20:00,2,Cliente 10131,Show,Phone
RES-10132,2023-09-08,22:00,2,Cliente 10132,Show,WhatsApp
RES-10133,2023-09-08,13:00,2,Cliente 10133,Show,Web
RES-10134,2023-09-08,20:00,4,Cliente 10134,Show,Web
RES-10135,2023-09-08,14:00,2,Cliente 10135,Show,WhatsApp
RES-10136,2023-09-08,19:00,2,Cliente 10136,Show,WhatsApp
RES-10137,2023-09-08,21:00,4,Cliente 10137,Show,Phone
RES-10138,2023-09-08,20:00,2,Cliente 10138,Show,Phone
RES-10139,2023-09-08,19:00,2,Cliente 10139,Show,WhatsApp
RES-10140,2023-09-08,19:00,4,Cliente 10140,Show,Web
RES-10141,2023-09-08,21:00,2,Cliente 10141,Show,Web
RES-10142,2023-09-08,13:00,2,Cliente 10142,No-Show,Phone
RES-10143,2023-09-08,21:00,4,Cliente 10143,Show,Web
RES-10144,2023-09-08,21:00,2,Cliente 10144,Show,Phone
RES-10145,2023-09-08,21:00,2,Cliente 10145,Show,Web
RES-10146,2023-09-08,21:00,4,Cliente 10146,Show,WhatsApp
RES-10147,2023-09-08,21:00,2,Cliente 10147,Show,WhatsApp
RES-10148,2023-09-08,21:00,2,Cliente 10148,Show,Web
RES-10149,2023-09-08,21:00,2,Cliente 10149,Show,Web
RES-10150,2023-09-08,20:00,2,Cliente 10150,Show,WhatsApp
RES-10151,2023-09-08,21:00,2,Cliente 10151,Show,WhatsApp
RES-10152,2023-09-08,22:00,2,Cliente 10152,Show,Phone
RES-10153,2023-09-08,21:00,2,Cliente 10153,Show,Web
RES-10154,2023-09-08,21:00,2,Cliente 10154,Show,WhatsApp
RES-10155,2023-09-09,20:00,4,Cliente 10155,Show,Web
RES-10156,2023-09-09,21:00,2,Cliente 10156,No-Show,WhatsApp
RES-10157,2023-09-09,21:00,2,Cliente 10157,Show,WhatsApp
RES-10158,2023-09-09,20:00,2,Cliente 10158,Show,Phone
RES-10159,2023-09-09,20:00,2,Cliente 10159,Show,WhatsApp
RES-10160,2023-09-09,19:00,2,Cliente 10160,Show,WhatsApp
RES-10161,2023-09-09,20:00,2,Cliente 10161,Cancelled,WhatsApp
RES-10162,2023-09-09,13:00,2,Cliente 10162,Show,Phone
RES-10163,2023-09-09,20:00,2,Cliente 10163,Show,WhatsApp
RES-10164,2023-09-09,21:00,2,Cliente 10164,Show,Web
RES-10165,2023-09-09,20:00,2,Cliente 10165,Show,WhatsApp
RES-10166,2023-09-09,19:00,6,Cliente 10166,Show,Web
RES-10167,2023-09-09,22:00,4,Cliente 10167,No-Show,Phone
RES-10168,2023-09-09,21:00,2,Cliente 10168,Show,WhatsApp
RES-10169,2023-09-09,20:00,6,Cliente 10169,Show,Web
RES-10170,2023-09-09,20:00,4,Cliente 10170,Show,Phone
RES-10171,2023-09-09,20:00,2,Cliente 10171,Show,Web
RES-10172,2023-09-09,13:00,4,Cliente 10172,Show,Phone
RES-10173,2023-09-09,20:00,4,Cliente 10173,Show,Phone
RES-10174,2023-09-09,13:00,2,Cliente 10174,Show,Web
RES-10175,2023-09-09,21:00,4,Cliente 10175,Show,Web
RES-10176,2023-09-09,20:00,4,Cliente 10176,Show,Web
RES-10177,2023-09-09,21:00,4,Cliente 10177,Show,WhatsApp
RES-10178,2023-09-09,19:00,2,Cliente 10178,Show,Web
RES-10179,2023-09-09,21:00,2,Cliente 10179,Show,WhatsApp
RES-10180,2023-09-09,14:00,2,Cliente 10180,Show,WhatsApp
RES-10181,2023-09-09,19:00,8,Cliente 10181,No-Show,Web
RES-10182,2023-09-09,22:00,2,Cliente 10182,Show,Web
RES-10183,2023-09-09,19:00,2,Cliente 10183,Show,Web
RES-10184,2023-09-09,21:00,2,Cliente 10184,Show,Web
RES-10185,2023-09-09,20:00,2,Cliente 10185,Show,Web
RES-10186,2023-09-09,21:00,2,Cliente 10186,Show,WhatsApp
RES-10187,2023-09-09,19:00,4,Cliente 10187,No-Show,Web
RES-10188,2023-09-09,20:00,4,Cliente 10188,Show,Phone
RES-10189,2023-09-10,21:00,2,Cliente 10189,Show,WhatsApp
RES-10190,2023-09-10,14:00,4,Cliente 10190,Show,WhatsApp
RES-10191,2023-09-10,19:00,2,Cliente 10191,Show,Web
RES-10192,2023-09-10,19:00,2,Cliente 10192,Show,WhatsApp
RES-10193,2023-09-10,20:00,4,Cliente 10193,Show,Web
RES-10194,2023-09-10,21:00,2,Cliente 10194,Show,WhatsApp
RES-10195,2023-09-10,19:00,2,Cliente 10195,Show,WhatsApp
RES-10196,2023-09-10,19:00,2,Cliente 10196,Show,WhatsApp
RES-10197,2023-09-10,20:00,2,Cliente 10197,No-Show,Phone
RES-10198,2023-09-10,19:00,2,Cliente 10198,Cancelled,WhatsApp
RES-10199,2023-09-10,21:00,2,Cliente 10199,Show,WhatsApp
RES-10200,2023-09-10,21:00,8,Cliente 10200,Show,Web
RES-10201,2023-09-10,14:00,2,Cliente 10201,No-Show,Web
RES-10202,2023-09-10,21:00,2,Cliente 10202,No-Show,Phone
RES-10203,2023-09-10,20:00,4,Cliente 10203,Show,Web
RES-10204,2023-09-10,13:00,2,Cliente 10204,Show,Web
RES-10205,2023-09-10,21:00,2,Cliente 10205,No-Show,Phone
RES-10206,2023-09-10,20:00,2,Cliente 10206,Show,WhatsApp
RES-10207,2023-09-10,13:00,2,Cliente 10207,Cancelled,Phone
RES-10208,2023-09-10,20:00,2,Cliente 10208,Show,Web
RES-10209,2023-09-10,22:00,2,Cliente 10209,Show,Phone
RES-10210,2023-09-10,19:00,2,Cliente 10210,Show,WhatsApp
RES-10211,2023-09-10,19:00,2,Cliente 10211,Show,Phone
RES-10212,2023-09-10,21:00,2,Cliente 10212,Cancelled,Web
RES-10213,2023-09-10,21:00,4,Cliente 10213,Show,Web
RES-10214,2023-09-10,22:00,2,Cliente 10214,Show,Web
RES-10215,2023-09-10,14:00,2,Cliente 10215,Show,Phone
RES-10216,2023-09-10,22:00,2,Cliente 10216,Show,Web
RES-10217,2023-09-10,19:00,4,Cliente 10217,Show,Web
RES-10218,2023-09-10,21:00,2,Cliente 10218,Show,Phone
RES-10219,2023-09-10,20:00,2,Cliente 10219,Show,Web
RES-10220,2023-09-11,20:00,2,Cliente 10220,Show,Web
RES-10221,2023-09-11,21:00,2,Cliente 10221,No-Show,Web
RES-10222,2023-09-11,13:00,4,Cliente 10222,Show,Phone
RES-10223,2023-09-11,14:00,2,Cliente 10223,No-Show,WhatsApp
RES-10224,2023-09-11,22:00,2,Cliente 10224,Show,WhatsApp
RES-10225,2023-09-11,20:00,2,Cliente 10225,Show,Phone
RES-10226,2023-09-11,20:00,4,Cliente 10226,Show,Web
RES-10227,2023-09-11,22:00,2,Cliente 10227,Show,WhatsApp
RES-10228,2023-09-11,14:00,4,Cliente 10228,Show,WhatsApp
RES-10229,2023-09-11,19:00,2,Cliente 10229,Show,Phone
RES-10230,2023-09-11,13:00,2,Cliente 10230,No-Show,Web
RES-10231,2023-09-11,19:00,2,Cliente 10231,Show,Web
RES-10232,2023-09-11,21:00,2,Cliente 10232,Show,WhatsApp
RES-10233,2023-09-11,20:00,2,Cliente 10233,Show,Web
RES-10234,2023-09-11,21:00,2,Cliente 10234,Show,Web
RES-10235,2023-09-11,22:00,2,Cliente 10235,Show,Web
RES-10236,2023-09-11,14:00,2,Cliente 10236,Show,Web
RES-10237,2023-09-11,19:00,2,Cliente 10237,Show,Web
RES-10238,2023-09-11,19:00,2,Cliente 10238,Show,Phone
RES-10239,2023-09-11,13:00,4,Cliente 10239,Cancelled,Web
RES-10240,2023-09-11,22:00,4,Cliente 10240,Show,Phone
RES-10241,2023-09-11,20:00,2,Cliente 10241,Show,Web
RES-10242,2023-09-11,21:00,2,Cliente 10242,Show,Phone
RES-10243,2023-09-11,19:00,2,Cliente 10243,Show,Phone
RES-10244,2023-09-11,20:00,4,Cliente 10244,Cancelled,WhatsApp
RES-10245,2023-09-11,20:00,2,Cliente 10245,Show,Web
RES-10246,2023-09-13,20:00,4,Cliente 10246,Show,WhatsApp
RES-10247,2023-09-13,22:00,2,Cliente 10247,No-Show,Web
RES-10248,2023-09-13,14:00,4,Cliente 10248,Show,Web
RES-10249,2023-09-13,22:00,2,Cliente 10249,Show,Web
RES-10250,2023-09-13,14:00,2,Cliente 10250,Show,WhatsApp
RES-10251,2023-09-13,22:00,2,Cliente 10251,Show,Web
RES-10252,2023-09-13,20:00,2,Cliente 10252,Show,Web
RES-10253,2023-09-13,20:00,2,Cliente 10253,Show,Web
RES-10254,2023-09-13,19:00,2,Cliente 10254,Show,Web
RES-10255,2023-09-13,13:00,8,Cliente 10255,No-Show,Web
RES-10256,2023-09-13,21:00,2,Cliente 10256,Show,Web
RES-10257,2023-09-13,22:00,2,Cliente 10257,No-Show,Web
RES-10258,2023-09-13,19:00,2,Cliente 10258,Show,Web
RES-10259,2023-09-13,21:00,2,Cliente 10259,Show,WhatsApp
RES-10260,2023-09-13,20:00,4,Cliente 10260,Show,WhatsApp
RES-10261,2023-09-13,13:00,2,Cliente 10261,Show,WhatsApp
RES-10262,2023-09-13,13:00,2,Cliente 10262,Show,WhatsApp
RES-10263,2023-09-13,20:00,4,Cliente 10263,Show,Web
RES-10264,2023-09-13,13:00,2,Cliente 10264,Show,Web
RES-10265,2023-09-13,22:00,2,Cliente 10265,Show,Phone
RES-10266,2023-09-13,14:00,2,Cliente 10266,Show,Web
RES-10267,2023-09-13,19:00,4,Cliente 10267,Show,Web
RES-10268,2023-09-13,19:00,2,Cliente 10268,Show,Web
RES-10269,2023-09-15,20:00,2,Cliente 10269,Cancelled,Phone
RES-10270,2023-09-15,20:00,2,Cliente 10270,Show,Phone
RES-10271,2023-09-15,20:00,2,Cliente 10271,Show,Web
RES-10272,2023-09-15,13:00,4,Cliente 10272,Show,Phone
RES-10273,2023-09-15,20:00,2,Cliente 10273,Show,WhatsApp
RES-10274,2023-09-15,13:00,2,Cliente 10274,Show,WhatsApp
RES-10275,2023-09-15,21:00,2,Cliente 10275,Show,Web
RES-10276,2023-09-15,19:00,2,Cliente 10276,Show,Phone
RES-10277,2023-09-15,22:00,2,Cliente 10277,Show,Web
RES-10278,2023-09-15,19:00,4,Cliente 10278,Show,WhatsApp
RES-10279,2023-09-15,21:00,2,Cliente 10279,Show,Web
RES-10280,2023-09-15,21:00,2,Cliente 10280,Cancelled,WhatsApp
RES-10281,2023-09-15,20:00,2,Cliente 10281,Show,Phone
RES-10282,2023-09-15,19:00,4,Cliente 10282,Show,Web
RES-10283,2023-09-15,22:00,2,Cliente 10283,Show,Phone
RES-10284,2023-09-15,19:00,4,Cliente 10284,Show,Web
RES-10285,2023-09-15,20:00,2,Cliente 10285,Cancelled,Phone
RES-10286,2023-09-15,13:00,2,Cliente 10286,Show,Phone
RES-10287,2023-09-15,20:00,2,Cliente 10287,Show,WhatsApp
RES-10288,2023-09-15,21:00,2,Cliente 10288,Show,Web
RES-10289,2023-09-15,13:00,2,Cliente 10289,No-Show,Phone
RES-10290,2023-09-15,19:00,8,Cliente 10290,Show,Web
RES-10291,2023-09-15,21:00,2,Cliente 10291,Show,WhatsApp
RES-10292,2023-09-15,19:00,8,Cliente 10292,Show,Phone
RES-10293,2023-09-15,20:00,2,Cliente 10293,Cancelled,WhatsApp
RES-10294,2023-09-15,22:00,2,Cliente 10294,No-Show,Web
RES-10295,2023-09-15,13:00,8,Cliente 10295,Cancelled,Phone
RES-10296,2023-09-15,20:00,4,Cliente 10296,Show,Web
RES-10297,2023-09-15,19:00,2,Cliente 10297,Show,Web
RES-10298,2023-09-15,13:00,4,Cliente 10298,Show,WhatsApp
RES-10299,2023-09-15,19:00,2,Cliente 10299,Cancelled,WhatsApp
RES-10300,2023-09-15,19:00,2,Cliente 10300,Show,Phone
RES-10301,2023-09-16,21:00,2,Cliente 10301,Show,Phone
RES-10302,2023-09-16,20:00,2,Cliente 10302,Show,Phone
RES-10303,2023-09-16,20:00,2,Cliente 10303,Show,Phone
RES-10304,2023-09-16,21:00,2,Cliente 10304,Show,Web
RES-10305,2023-09-16,20:00,2,Cliente 10305,No-Show,WhatsApp
RES-10306,2023-09-16,19:00,6,Cliente 10306,Show,Web
RES-10307,2023-09-16,14:00,4,Cliente 10307,Show,WhatsApp
RES-10308,2023-09-16,20:00,2,Cliente 10308,Show,Web
RES-10309,2023-09-16,13:00,2,Cliente 10309,Show,Web
RES-10310,2023-09-16,19:00,2,Cliente 10310,Show,Web
RES-10311,2023-09-16,22:00,2,Cliente 10311,Show,WhatsApp
RES-10312,2023-09-16,21:00,2,Cliente 10312,Cancelled,WhatsApp
RES-10313,2023-09-16,19:00,4,Cliente 10313,Show,WhatsApp
RES-10314,2023-09-16,21:00,4,Cliente 10314,Show,Phone
RES-10315,2023-09-16,20:00,2,Cliente 10315,No-Show,Web
RES-10316,2023-09-16,20:00,2,Cliente 10316,Show,WhatsApp
RES-10317,2023-09-16,20:00,4,Cliente 10317,No-Show,WhatsApp
RES-10318,2023-09-16,19:00,4,Cliente 10318,Show,Web
RES-10319,2023-09-16,21:00,2,Cliente 10319,Show,Web
RES-10320,2023-09-16,21:00,2,Cliente 10320,Show,WhatsApp
RES-10321,2023-09-16,21:00,4,Cliente 10321,Show,Web
RES-10322,2023-09-16,19:00,4,Cliente 10322,No-Show,Web
RES-10323,2023-09-16,21:00,2,Cliente 10323,Show,Web
RES-10324,2023-09-16,14:00,2,Cliente 10324,Show,WhatsApp
RES-10325,2023-09-16,22:00,2,Cliente 10325,Show,Web
RES-10326,2023-09-16,20:00,2,Cliente 10326,Show,Web
RES-10327,2023-09-16,19:00,2,Cliente 10327,No-Show,WhatsApp
RES-10328,2023-09-16,20:00,2,Cliente 10328,Show,Web
RES-10329,2023-09-16,21:00,2,Cliente 10329,Show,Web
RES-10330,2023-09-16,19:00,2,Cliente 10330,Show,Web
RES-10331,2023-09-16,20:00,2,Cliente 10331,Show,Web
RES-10332,2023-09-16,20:00,2,Cliente 10332,No-Show,Web
RES-10333,2023-09-16,19:00,4,Cliente 10333,Show,WhatsApp
RES-10334,2023-09-16,20:00,2,Cliente 10334,Show,Phone
RES-10335,2023-09-16,20:00,2,Cliente 10335,No-Show,Web
RES-10336,2023-09-16,13:00,2,Cliente 10336,Show,WhatsApp
RES-10337,2023-09-17,13:00,4,Cliente 10337,Show,Web
RES-10338,2023-09-17,19:00,2,Cliente 10338,Show,Web
RES-10339,2023-09-17,19:00,2,Cliente 10339,Show,WhatsApp
RES-10340,2023-09-17,21:00,2,Cliente 10340,Cancelled,WhatsApp
RES-10341,2023-09-17,20:00,2,Cliente 10341,Show,WhatsApp
RES-10342,2023-09-17,19:00,2,Cliente 10342,Show,Phone
RES-10343,2023-09-17,21:00,2,Cliente 10343,Show,Web
RES-10344,2023-09-17,14:00,2,Cliente 10344,Cancelled,WhatsApp
RES-10345,2023-09-17,22:00,4,Cliente 10345,Show,Web
RES-10346,2023-09-17,21:00,4,Cliente 10346,Show,Web
RES-10347,2023-09-17,22:00,4,Cliente 10347,Show,Web
RES-10348,2023-09-17,21:00,2,Cliente 10348,Show,Web
RES-10349,2023-09-17,20:00,4,Cliente 10349,Show,Web
RES-10350,2023-09-17,19:00,2,Cliente 10350,Show,Phone
RES-10351,2023-09-17,14:00,2,Cliente 10351,Show,Web
RES-10352,2023-09-17,22:00,2,Cliente 10352,Show,Web
RES-10353,2023-09-17,21:00,4,Cliente 10353,Show,Web
RES-10354,2023-09-17,19:00,2,Cliente 10354,Show,Web
RES-10355,2023-09-17,20:00,2,Cliente 10355,Show,Web
RES-10356,2023-09-17,21:00,4,Cliente 10356,Show,Web
RES-10357,2023-09-17,20:00,2,Cliente 10357,Show,WhatsApp
RES-10358,2023-09-17,20:00,4,Cliente 10358,Show,WhatsApp
RES-10359,2023-09-17,14:00,2,Cliente 10359,Cancelled,Web
RES-10360,2023-09-17,19:00,2,Cliente 10360,Show,Phone
RES-10361,2023-09-17,13:00,2,Cliente 10361,Show,Web
RES-10362,2023-09-17,20:00,4,Cliente 10362,Show,WhatsApp
